APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-T10079-S,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,S,144,13%,0,$50.76,"$7,309.44",13%
JELROL-T10079-M,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,M,201,18%,1,$50.76,"$10,202.76",18%
JELROL-T10079-L,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,L,285,25%,0,$50.76,"$14,466.60",25%
JELROL-T10079-XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,XL,315,28%,0,$50.76,"$15,989.40",28%
JELROL-T10079-XXL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,2XL,176,15%,0,$50.76,"$8,933.76",15%
JELROL-T10079-3XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,3XL,16,1%,0,$50.76,$812.16,1%
SUBTOTAL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,"",1137,24%,1,$50.76,"$57,714.12",23%

JELROL-T10080-S,Beautifully Broken Face Tee,T-Shirt,U,S,85,11%,0,$50.76,"$4,314.60",11%
JELROL-T10080-M,Beautifully Broken Face Tee,T-Shirt,U,M,109,14%,1,$50.76,"$5,532.84",14%
JELROL-T10080-L,Beautifully Broken Face Tee,T-Shirt,U,L,200,26%,0,$50.76,"$10,152.00",26%
JELROL-T10080-XL,Beautifully Broken Face Tee,T-Shirt,U,XL,188,24%,0,$50.76,"$9,542.88",24%
JELROL-T10080-XXL,Beautifully Broken Face Tee,T-Shirt,U,2XL,115,15%,0,$50.76,"$5,837.40",15%
JELROL-T10080-3XL,Beautifully Broken Face Tee,T-Shirt,U,3XL,71,9%,0,$50.76,"$3,603.96",9%
SUBTOTAL,Beautifully Broken Face Tee,T-Shirt,U,"",768,17%,1,$50.76,"$38,983.68",15%

JELROL-T10081-S,DREAMS DONT DIE TEE,T-Shirt,U,S,100,15%,0,$50.76,"$5,076.00",15%
JELROL-T10081-M,DREAMS DONT DIE TEE,T-Shirt,U,M,144,22%,0,$50.76,"$7,309.44",22%
JELROL-T10081-L,DREAMS DONT DIE TEE,T-Shirt,U,L,145,22%,0,$50.76,"$7,360.20",22%
JELROL-T10081-XL,DREAMS DONT DIE TEE,T-Shirt,U,XL,146,22%,0,$50.76,"$7,410.96",22%
JELROL-T10081-XXL,DREAMS DONT DIE TEE,T-Shirt,U,2XL,116,18%,0,$50.76,"$5,888.16",18%
JELROL-T10081-3XL,DREAMS DONT DIE TEE,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,DREAMS DONT DIE TEE,T-Shirt,U,"",651,14%,0,$50.76,"$33,044.76",13%

JELROL-T10082-S,EAGLE TEE,T-Shirt,U,S,40,10%,0,$50.76,"$2,030.40",10%
JELROL-T10082-M,EAGLE TEE,T-Shirt,U,M,77,19%,0,$50.76,"$3,908.52",19%
JELROL-T10082-L,EAGLE TEE,T-Shirt,U,L,114,27%,0,$50.76,"$5,786.64",27%
JELROL-T10082-XL,EAGLE TEE,T-Shirt,U,XL,90,22%,0,$50.76,"$4,568.40",22%
JELROL-T10082-XXL,EAGLE TEE,T-Shirt,U,2XL,64,15%,0,$50.76,"$3,248.64",15%
JELROL-T10082-3XL,EAGLE TEE,T-Shirt,U,3XL,31,7%,0,$50.76,"$1,573.56",7%
SUBTOTAL,EAGLE TEE,T-Shirt,U,"",416,9%,0,$50.76,"$21,116.16",8%

JELROL-TOUR-T1014-S,I'm Not Okay Tee,T-Shirt,U,S,0,0%,0,$0.00,$0.00,0%
JELROL-TOUR-T1014-M,I'm Not Okay Tee,T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
JELROL-TOUR-T1014-L,I'm Not Okay Tee,T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
JELROL-TOUR-T1014-XL,I'm Not Okay Tee,T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
JELROL-TOUR-T1014-XXL,I'm Not Okay Tee,T-Shirt,U,2XL,0,0%,0,$0.00,$0.00,0%
JELROL-TOUR-T1014-3XL,I'm Not Okay Tee,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,I'm Not Okay Tee,T-Shirt,U,"",0,0%,0,$0.00,$0.00,0%

JELROL-TOUR-HOOD1002-S,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",S,70,11%,0,$111.45,"$7,801.50",11%
JELROL-TOUR-HOOD1002-M,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",M,127,19%,1,$111.45,"$14,154.15",19%
JELROL-TOUR-HOOD1002-L,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",L,175,27%,0,$111.45,"$19,503.75",27%
JELROL-TOUR-HOOD1002-XL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",XL,152,23%,0,$111.45,"$16,940.40",23%
JELROL-TOUR-HOOD1002-XXL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",2XL,129,20%,0,$111.45,"$14,377.05",20%
JELROL-TOUR-HOOD1002-3XL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",3XL,0,0%,0,$0.00,$0.00,0%
