APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
AIRS-T1017-S,Balloon Arch Tee,T-Shirt,U,S,2,6%,0,$40.00,$80.00,6%
AIRS-T1017-M,Balloon Arch Tee,T-Shirt,U,M,6,17%,0,$40.00,$240.00,17%
AIRS-T1017-L,Balloon Arch Tee,T-Shirt,U,L,11,31%,0,$40.00,$440.00,31%
AIRS-T1017-XL,Balloon Arch Tee,T-Shirt,U,XL,13,36%,0,$40.00,$520.00,36%
AIRS-T1017-XXL,Balloon Arch Tee,T-Shirt,U,2XL,3,8%,0,$40.00,$120.00,8%
AIRS-T1017-3XL,Balloon Arch Tee,T-Shirt,U,3XL,1,3%,1,$40.00,$40.00,3%
SUBTOTAL,Balloon Arch Tee,T-Shirt,U,"",36,20%,1,$40.00,"$1,440.00",19%

AIRS-T1018-S,Jazzy Balloon Tee,T-Shirt,U,S,4,8%,0,$40.00,$160.00,8%
AIRS-T1018-M,Jazzy Balloon Tee,T-Shirt,U,M,10,19%,0,$40.00,$400.00,19%
AIRS-T1018-L,Jazzy Balloon Tee,T-Shirt,U,L,19,36%,0,$40.00,$760.00,36%
AIRS-T1018-XL,Jazzy Balloon Tee,T-Shirt,U,XL,15,28%,0,$40.00,$600.00,28%
AIRS-T1018-XXL,Jazzy Balloon Tee,T-Shirt,U,2XL,4,8%,0,$40.00,$160.00,8%
AIRS-T1018-3XL,Jazzy Balloon Tee,T-Shirt,U,3XL,1,2%,0,$40.00,$40.00,2%
SUBTOTAL,Jazzy Balloon Tee,T-Shirt,U,"",53,29%,0,$40.00,"$2,120.00",28%

AIRS-T1010-S,Est. 1975 Guitar T-Shirt,T-Shirt,M,S,6,17%,0,$40.00,$240.00,17%
AIRS-T1010-M,Est. 1975 Guitar T-Shirt,T-Shirt,M,M,7,19%,2,$40.00,$280.00,19%
AIRS-T1010-L,Est. 1975 Guitar T-Shirt,T-Shirt,M,L,10,28%,1,$40.00,$400.00,28%
AIRS-T1010-XL,Est. 1975 Guitar T-Shirt,T-Shirt,M,XL,5,14%,0,$40.00,$200.00,14%
AIRS-T1010-XXL,Est. 1975 Guitar T-Shirt,T-Shirt,M,2XL,4,11%,0,$40.00,$160.00,11%
AIRS-T1010-3XL,Est. 1975 Guitar T-Shirt,T-Shirt,M,3XL,4,11%,0,$40.00,$160.00,11%
SUBTOTAL,Est. 1975 Guitar T-Shirt,T-Shirt,M,"",36,20%,3,$40.00,"$1,440.00",19%

AIRS-T1016-S,Women's V-Neck T-Shirt,T-Shirt,F,S,6,23%,0,$40.00,$240.00,23%
AIRS-T1016-M,Women's V-Neck T-Shirt,T-Shirt,F,M,6,23%,0,$40.00,$240.00,23%
AIRS-T1016-L,Women's V-Neck T-Shirt,T-Shirt,F,L,4,15%,0,$40.00,$160.00,15%
AIRS-T1016-XL,Women's V-Neck T-Shirt,T-Shirt,F,XL,5,19%,0,$40.00,$200.00,19%
AIRS-T1016-XXL,Women's V-Neck T-Shirt,T-Shirt,F,2XL,5,19%,0,$40.00,$200.00,19%
SUBTOTAL,Women's V-Neck T-Shirt,T-Shirt,F,"",26,14%,0,$40.00,"$1,040.00",14%

AIRS-TOUR-HOOD1003-S,Balloon Arch Hoodie,Sweatshirt,U,S,0,0%,0,$0.00,$0.00,0%
AIRS-TOUR-HOOD1003-M,Balloon Arch Hoodie,Sweatshirt,U,M,0,0%,0,$0.00,$0.00,0%
AIRS-TOUR-HOOD1003-L,Balloon Arch Hoodie,Sweatshirt,U,L,2,50%,0,$75.00,$150.00,50%
AIRS-TOUR-HOOD1003-XL,Balloon Arch Hoodie,Sweatshirt,U,XL,0,0%,0,$0.00,$0.00,0%
AIRS-TOUR-HOOD1003-XXL,Balloon Arch Hoodie,Sweatshirt,U,2XL,1,25%,0,$75.00,$75.00,25%
AIRS-TOUR-HOOD1003-3XL,Balloon Arch Hoodie,Sweatshirt,U,3XL,1,25%,0,$75.00,$75.00,25%
SUBTOTAL,Balloon Arch Hoodie,Sweatshirt,U,"",4,2%,0,$75.00,$300.00,4%

AIRS-JACK1001-S,50th Anniversary Denim Jacket,Jacket,U,S,0,0%,0,$0.00,$0.00,0%
AIRS-JACK1001-M,50th Anniversary Denim Jacket,Jacket,U,M,3,60%,0,$150.00,$450.00,60%
AIRS-JACK1001-L,50th Anniversary Denim Jacket,Jacket,U,L,2,40%,0,$150.00,$300.00,40%
AIRS-JACK1001-XL,50th Anniversary Denim Jacket,Jacket,U,XL,0,0%,1,$0.00,$0.00,0%
AIRS-JACK1001-XXL,50th Anniversary Denim Jacket,Jacket,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,50th Anniversary Denim Jacket,Jacket,U,"",5,3%,1,$150.00,$750.00,10%

TOTAL APPAREL,"","","","",160,89%,5,"","$7,090.00",95%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
AIRS-ACC1008,Distressed Logo Tote,Bag,"",,10,6%,0,$30.00,$300.00,4%
AIRS-ACC1009,Jazzy Balloon Magnet,Magnet,"",,8,4%,1,$10.00,$80.00,1%
AIRS-TOUR-ACC1001,Red Logo Lanyards '24,Lanyard,"",,2,1%,0,$10.00,$20.00,0%
AIRS-ACC1005,Logo Bandana 24',Bandana,"",,0,0%,0,$0.00,$0.00,0%
AIRS-ACC1006,KOALA MAGNET 24',Accessories,"",,0,0%,0,$0.00,$0.00,0%

TOTAL OTHER,"","","","",20,11%,1,"",$400.00,5%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",180,"",6,"","$7,490.00"
