APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-T2022-S,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,S,23,13%,0,$40.00,$920.00,13%
GAR-T2022-M,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,M,38,22%,0,$40.00,"$1,520.00",22%
GAR-T2022-L,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,L,53,30%,0,$40.00,"$2,120.00",30%
GAR-T2022-XL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,XL,32,18%,0,$40.00,"$1,280.00",18%
GAR-T2022-XXL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,2XL,28,16%,0,$40.00,"$1,120.00",16%
SUBTOTAL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,"",174,25%,0,$40.00,"$6,960.00",27%

GAR-T2021-S,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,S,21,13%,0,$40.00,$840.00,13%
GAR-T2021-M,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,M,43,26%,0,$40.00,"$1,720.00",26%
GAR-T2021-L,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,L,52,32%,0,$40.00,"$2,080.00",32%
GAR-T2021-XL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,XL,32,20%,0,$40.00,"$1,280.00",20%
GAR-T2021-XXL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,2XL,16,10%,0,$40.00,$640.00,10%
SUBTOTAL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,"",164,24%,0,$40.00,"$6,560.00",25%

GAR-T2024-S,Shirley Lightning Face T-Shirt ,T-Shirt,U,S,12,22%,0,$40.00,$480.00,22%
GAR-T2024-M,Shirley Lightning Face T-Shirt ,T-Shirt,U,M,8,15%,0,$40.00,$320.00,15%
GAR-T2024-L,Shirley Lightning Face T-Shirt ,T-Shirt,U,L,15,27%,0,$40.00,$600.00,27%
GAR-T2024-XL,Shirley Lightning Face T-Shirt ,T-Shirt,U,XL,14,25%,0,$40.00,$560.00,25%
GAR-T2024-XXL,Shirley Lightning Face T-Shirt ,T-Shirt,U,2XL,6,11%,0,$40.00,$240.00,11%
SUBTOTAL,Shirley Lightning Face T-Shirt ,T-Shirt,U,"",55,8%,0,$40.00,"$2,200.00",8%

GAR-T2023-S,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,S,24,24%,0,$40.00,$960.00,24%
GAR-T2023-M,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,M,21,21%,0,$40.00,$840.00,21%
GAR-T2023-L,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,L,28,27%,0,$40.00,"$1,120.00",27%
GAR-T2023-XL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,XL,16,16%,0,$40.00,$640.00,16%
GAR-T2023-XXL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,2XL,13,13%,0,$40.00,$520.00,13%
SUBTOTAL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,"",102,15%,0,$40.00,"$4,080.00",16%

GAR-HOOD1012-S,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,S,4,11%,0,$70.00,$280.00,11%
GAR-HOOD1012-M,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,M,8,23%,0,$70.00,$560.00,23%
GAR-HOOD1012-L,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,L,10,29%,0,$70.00,$700.00,29%
GAR-HOOD1012-XL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,XL,12,34%,0,$70.00,$840.00,34%
GAR-HOOD1012-XXL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,2XL,1,3%,0,$70.00,$70.00,3%
SUBTOTAL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,"",35,5%,0,$70.00,"$2,450.00",9%

GAR-ACC1064,Octopus Hat,Hat,U,One-Size,21,100%,0,$35.00,$735.00,100%
SUBTOTAL,Octopus Hat,Hat,U,"",21,3%,0,$35.00,$735.00,3%

TOTAL APPAREL,"","","","",551,80%,0,"","$22,985.00",88%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-ACC1066,Garbage Band Photo Tote,Bag,"",,37,5%,0,$31.88,"$1,179.56",5%
GAR-ACC1065,2025 North American Tour Poster ,Poster,"",,45,7%,0,$15.94,$717.30,3%
GAR-ACC1063,Octopus Keychain,Keychain,"",,33,5%,0,$15.94,$526.02,2%

TOTAL OTHER,"","","","",115,17%,0,"","$2,422.88",9%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-VIN1008,Vinyl Let All That We Imagine Be The Light,Vinyl,"",,22,3%,0,$31.88,$701.36,3%

TOTAL MUSIC,"","","","",22,3%,0,"",$701.36,3%

GRAND TOTAL,"","","","",688,"",0,"","$26,109.24"
