APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-T10079-S,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,S,96,12%,0,$48.76,"$4,680.96",12%
JELROL-T10079-M,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,M,161,21%,0,$48.76,"$7,850.36",21%
JELROL-T10079-L,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,L,207,26%,0,$48.76,"$10,093.32",26%
JELROL-T10079-XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,XL,168,21%,0,$48.76,"$8,191.68",21%
JELROL-T10079-XXL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,2XL,117,15%,0,$48.76,"$5,704.92",15%
JELROL-T10079-3XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,3XL,34,4%,0,$48.76,"$1,657.84",4%
SUBTOTAL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,"",783,20%,0,$48.76,"$38,179.08",21%

JELROL-T10080-S,Beautifully Broken Face Tee,T-Shirt,U,S,58,11%,0,$48.76,"$2,828.08",11%
JELROL-T10080-M,Beautifully Broken Face Tee,T-Shirt,U,M,109,21%,0,$48.76,"$5,314.84",21%
JELROL-T10080-L,Beautifully Broken Face Tee,T-Shirt,U,L,126,24%,0,$48.76,"$6,143.76",24%
JELROL-T10080-XL,Beautifully Broken Face Tee,T-Shirt,U,XL,115,22%,0,$48.76,"$5,607.40",22%
JELROL-T10080-XXL,Beautifully Broken Face Tee,T-Shirt,U,2XL,61,12%,0,$48.76,"$2,974.36",12%
JELROL-T10080-3XL,Beautifully Broken Face Tee,T-Shirt,U,3XL,51,10%,0,$48.76,"$2,486.76",10%
SUBTOTAL,Beautifully Broken Face Tee,T-Shirt,U,"",520,13%,0,$48.76,"$25,355.20",14%

JELROL-T10081-S,DREAMS DONT DIE TEE,T-Shirt,U,S,105,15%,0,$48.76,"$5,119.80",15%
JELROL-T10081-M,DREAMS DONT DIE TEE,T-Shirt,U,M,133,19%,0,$48.76,"$6,485.08",19%
JELROL-T10081-L,DREAMS DONT DIE TEE,T-Shirt,U,L,186,26%,0,$48.76,"$9,069.36",26%
JELROL-T10081-XL,DREAMS DONT DIE TEE,T-Shirt,U,XL,175,25%,0,$48.76,"$8,533.00",25%
JELROL-T10081-XXL,DREAMS DONT DIE TEE,T-Shirt,U,2XL,109,15%,0,$48.76,"$5,314.84",15%
JELROL-T10081-3XL,DREAMS DONT DIE TEE,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,DREAMS DONT DIE TEE,T-Shirt,U,"",708,18%,0,$48.76,"$34,522.08",19%

JELROL-T10082-S,EAGLE TEE,T-Shirt,U,S,73,14%,0,$48.76,"$3,559.48",14%
JELROL-T10082-M,EAGLE TEE,T-Shirt,U,M,108,21%,0,$48.76,"$5,266.08",21%
JELROL-T10082-L,EAGLE TEE,T-Shirt,U,L,117,22%,0,$48.76,"$5,704.92",22%
JELROL-T10082-XL,EAGLE TEE,T-Shirt,U,XL,126,24%,0,$48.76,"$6,143.76",24%
JELROL-T10082-XXL,EAGLE TEE,T-Shirt,U,2XL,58,11%,0,$48.76,"$2,828.08",11%
JELROL-T10082-3XL,EAGLE TEE,T-Shirt,U,3XL,42,8%,0,$48.76,"$2,047.92",8%
SUBTOTAL,EAGLE TEE,T-Shirt,U,"",524,14%,0,$48.76,"$25,550.24",14%

JELROL-TOUR-HOOD1002-S,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",S,20,8%,0,$107.06,"$2,141.20",8%
JELROL-TOUR-HOOD1002-M,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",M,50,19%,0,$107.06,"$5,353.00",19%
JELROL-TOUR-HOOD1002-L,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",L,75,29%,0,$107.06,"$8,029.50",29%
JELROL-TOUR-HOOD1002-XL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",XL,61,23%,0,$107.06,"$6,530.66",23%
JELROL-TOUR-HOOD1002-XXL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",2XL,54,21%,0,$107.06,"$5,781.24",21%
JELROL-TOUR-HOOD1002-3XL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"","",260,7%,0,$107.06,"$27,835.60",15%

TOTAL APPAREL,"","","","",2795,72%,0,"","$151,442.20",84%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
