APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-T10079-S,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,S,3,0%,0,$49.97,$149.91,0%
JELROL-T10079-M,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,M,224,27%,0,$49.97,"$11,193.28",27%
JELROL-T10079-L,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,L,274,33%,0,$49.97,"$13,691.78",33%
JELROL-T10079-XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,XL,270,33%,0,$49.97,"$13,491.90",33%
JELROL-T10079-XXL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,2XL,54,7%,0,$49.97,"$2,698.38",7%
JELROL-T10079-3XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,"",825,23%,0,$49.97,"$41,225.25",19%

JELROL-T10080-S,Beautifully Broken Face Tee,T-Shirt,U,S,60,10%,0,$49.97,"$2,998.20",10%
JELROL-T10080-M,Beautifully Broken Face Tee,T-Shirt,U,M,128,20%,1,$49.97,"$6,396.16",20%
JELROL-T10080-L,Beautifully Broken Face Tee,T-Shirt,U,L,137,22%,2,$49.97,"$6,845.89",22%
JELROL-T10080-XL,Beautifully Broken Face Tee,T-Shirt,U,XL,122,19%,0,$49.97,"$6,096.34",19%
JELROL-T10080-XXL,Beautifully Broken Face Tee,T-Shirt,U,2XL,118,19%,0,$49.97,"$5,896.46",19%
JELROL-T10080-3XL,Beautifully Broken Face Tee,T-Shirt,U,3XL,63,10%,0,$49.97,"$3,148.11",10%
SUBTOTAL,Beautifully Broken Face Tee,T-Shirt,U,"",628,17%,3,$49.97,"$31,381.16",15%

JELROL-T10081-S,DREAMS DONT DIE TEE,T-Shirt,U,S,67,12%,0,$49.97,"$3,347.99",12%
JELROL-T10081-M,DREAMS DONT DIE TEE,T-Shirt,U,M,141,25%,0,$49.97,"$7,045.77",25%
JELROL-T10081-L,DREAMS DONT DIE TEE,T-Shirt,U,L,142,25%,0,$49.97,"$7,095.74",25%
JELROL-T10081-XL,DREAMS DONT DIE TEE,T-Shirt,U,XL,141,25%,0,$49.97,"$7,045.77",25%
JELROL-T10081-XXL,DREAMS DONT DIE TEE,T-Shirt,U,2XL,74,13%,0,$49.97,"$3,697.78",13%
JELROL-T10081-3XL,DREAMS DONT DIE TEE,T-Shirt,U,3XL,6,1%,0,$49.97,$299.82,1%
SUBTOTAL,DREAMS DONT DIE TEE,T-Shirt,U,"",571,16%,0,$49.97,"$28,532.87",13%

JELROL-T10082-S,EAGLE TEE,T-Shirt,U,S,77,19%,0,$49.97,"$3,847.69",19%
JELROL-T10082-M,EAGLE TEE,T-Shirt,U,M,93,22%,0,$49.97,"$4,647.21",22%
JELROL-T10082-L,EAGLE TEE,T-Shirt,U,L,127,31%,0,$49.97,"$6,346.19",31%
JELROL-T10082-XL,EAGLE TEE,T-Shirt,U,XL,115,28%,0,$49.97,"$5,746.55",28%
JELROL-T10082-XXL,EAGLE TEE,T-Shirt,U,2XL,3,1%,0,$49.97,$149.91,1%
JELROL-T10082-3XL,EAGLE TEE,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,EAGLE TEE,T-Shirt,U,"",415,11%,0,$49.97,"$20,737.55",10%

JELROL-TOUR-HOOD1002-S,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",S,119,18%,0,$109.71,"$13,055.49",18%
JELROL-TOUR-HOOD1002-M,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",M,199,29%,0,$109.71,"$21,832.29",29%
JELROL-TOUR-HOOD1002-L,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",L,175,26%,0,$109.71,"$19,199.25",26%
JELROL-TOUR-HOOD1002-XL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",XL,119,18%,1,$109.71,"$13,055.49",18%
JELROL-TOUR-HOOD1002-XXL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",2XL,66,10%,0,$109.71,"$7,240.86",10%
JELROL-TOUR-HOOD1002-3XL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"",3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,"BLACK, ANARCHY SKULL HOODIE 25'",Pullover Hoodie,"","",678,19%,1,$109.71,"$74,383.38",35%

TOTAL APPAREL,"","","","",3117,86%,4,"","$196,260.21",92%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-HAT2006,Distressed Denim Hat,Hat - Other,U,,193,5%,0,$49.97,"$9,644.21",5%
JELROL-ACC1048,Tall Boy Koozie,Koozie,U,,202,6%,0,$11.95,"$2,413.90",1%
"",Get By Bandana,Bandana,U,,47,1%,1,$22.81,"$1,072.07",1%
JELROL-ACC1049,DREAMS DONT DIE METALLIC TOTE,Bag,U,,86,2%,0,$39.11,"$3,363.46",2%

TOTAL OTHER,"","","","",528,14%,1,"","$16,493.64",8%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",3645,"",5,"","$212,753.85"
