APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-T2022-S,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,S,17,16%,0,$40.00,$680.00,16%
GAR-T2022-M,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,M,21,20%,0,$40.00,$840.00,20%
GAR-T2022-L,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,L,33,31%,0,$40.00,"$1,320.00",31%
GAR-T2022-XL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,XL,26,25%,0,$40.00,"$1,040.00",25%
GAR-T2022-XXL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,2XL,8,8%,0,$40.00,$320.00,8%
SUBTOTAL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,"",105,29%,0,$40.00,"$4,200.00",30%

GAR-T2021-S,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,S,13,16%,0,$40.00,$520.00,16%
GAR-T2021-M,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,M,17,21%,0,$40.00,$680.00,21%
GAR-T2021-L,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,L,23,29%,0,$40.00,$920.00,29%
GAR-T2021-XL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,XL,16,20%,0,$40.00,$640.00,20%
GAR-T2021-XXL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,2XL,11,14%,0,$40.00,$440.00,14%
SUBTOTAL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,"",80,22%,0,$40.00,"$3,200.00",23%

GAR-T2024-S,Shirley Lightning Face T-Shirt ,T-Shirt,U,S,5,16%,0,$40.00,$200.00,16%
GAR-T2024-M,Shirley Lightning Face T-Shirt ,T-Shirt,U,M,10,31%,0,$40.00,$400.00,31%
GAR-T2024-L,Shirley Lightning Face T-Shirt ,T-Shirt,U,L,6,19%,0,$40.00,$240.00,19%
GAR-T2024-XL,Shirley Lightning Face T-Shirt ,T-Shirt,U,XL,8,25%,0,$40.00,$320.00,25%
GAR-T2024-XXL,Shirley Lightning Face T-Shirt ,T-Shirt,U,2XL,3,9%,0,$40.00,$120.00,9%
SUBTOTAL,Shirley Lightning Face T-Shirt ,T-Shirt,U,"",32,9%,0,$40.00,"$1,280.00",9%

GAR-T2023-S,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,S,6,16%,0,$40.00,$240.00,16%
GAR-T2023-M,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,M,12,32%,0,$40.00,$480.00,32%
GAR-T2023-L,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,L,6,16%,0,$40.00,$240.00,16%
GAR-T2023-XL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,XL,7,19%,0,$40.00,$280.00,19%
GAR-T2023-XXL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,2XL,6,16%,0,$40.00,$240.00,16%
SUBTOTAL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,"",37,10%,0,$40.00,"$1,480.00",11%

GAR-HOOD1012-S,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,S,5,21%,0,$70.00,$350.00,21%
GAR-HOOD1012-M,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,M,1,4%,0,$70.00,$70.00,4%
GAR-HOOD1012-L,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,L,5,21%,0,$70.00,$350.00,21%
GAR-HOOD1012-XL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,XL,6,25%,0,$70.00,$420.00,25%
GAR-HOOD1012-XXL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,2XL,7,29%,0,$70.00,$490.00,29%
SUBTOTAL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,"",24,7%,0,$70.00,"$1,680.00",12%

GAR-ACC1064,Octopus Hat,Hat,U,One-Size,10,100%,0,$35.00,$350.00,100%
SUBTOTAL,Octopus Hat,Hat,U,"",10,3%,0,$35.00,$350.00,3%

TOTAL APPAREL,"","","","",288,79%,0,"","$12,190.00",88%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-ACC1066,Garbage Band Photo Tote,Bag,"",,16,4%,0,$35.00,$560.00,4%
GAR-ACC1065,2025 North American Tour Poster ,Poster,"",,28,8%,0,$15.00,$420.00,3%
GAR-ACC1063,Octopus Keychain,Keychain,"",,19,5%,0,$15.00,$285.00,2%

TOTAL OTHER,"","","","",63,17%,0,"","$1,265.00",9%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-VIN1008,Vinyl Let All That We Imagine Be The Light,Vinyl,"",,13,4%,0,$30.00,$390.00,3%

TOTAL MUSIC,"","","","",13,4%,0,"",$390.00,3%

GRAND TOTAL,"","","","",364,"",0,"","$13,845.00"
