APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
SUBTOTAL,"WHITE, WIRES T-SHIRT",T-Shirt,U,"",0,0%,0,$0.00,$0.00,0%

DEFTONES-T1088-S,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,S,168,16%,0,$57.38,"$9,640.01",16%
DEFTONES-T1088-M,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,M,334,32%,0,$57.38,"$19,165.27",32%
DEFTONES-T1088-L,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,L,329,32%,0,$57.38,"$18,878.36",32%
DEFTONES-T1088-XL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,XL,176,17%,1,$57.38,"$10,099.06",17%
DEFTONES-T1088-XXL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,2XL,31,3%,0,$57.38,"$1,778.81",3%
SUBTOTAL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,"",1038,5%,1,$57.38,"$59,561.52",5%

DEFTONES-T10846-S,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,S,208,21%,0,$57.38,"$11,935.26",21%
DEFTONES-T10846-M,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,M,213,21%,0,$57.38,"$12,222.16",21%
DEFTONES-T10846-L,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,L,214,21%,0,$57.38,"$12,279.54",21%
DEFTONES-T10846-XL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,XL,216,21%,0,$57.38,"$12,394.30",21%
DEFTONES-T10846-XXL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,2XL,159,16%,0,$57.38,"$9,123.59",16%
SUBTOTAL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,"",1010,5%,0,$57.38,"$57,954.85",5%

DEFTONES-T1089-S,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,S,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1089-M,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,M,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1089-L,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1089-XL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,XL,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1089-XXL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,"",0,0%,0,$0.00,$0.00,0%

DEFTONES-LS1016-S,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,S,0,0%,0,$0.00,$0.00,0%
DEFTONES-LS1016-M,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,M,0,0%,0,$0.00,$0.00,0%
DEFTONES-LS1016-L,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-LS1016-XL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
DEFTONES-LS1016-XXL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,"",0,0%,0,$0.00,$0.00,0%

DEFTONES-T1091-S,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,S,144,9%,0,$57.38,"$8,262.87",9%
DEFTONES-T1091-M,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,M,340,22%,6,$57.38,"$19,509.55",22%
DEFTONES-T1091-L,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,L,438,28%,4,$57.38,"$25,132.89",28%
DEFTONES-T1091-XL,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,XL,373,24%,9,$57.38,"$21,403.13",24%
DEFTONES-T1091-XXL,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,2XL,265,17%,5,$57.38,"$15,205.98",17%
SUBTOTAL,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,"",1560,8%,24,$57.38,"$89,514.42",7%

DEFTONES-HOOD1033-S,north america leg 2 tour hoodie,Pullover Hoodie,U,S,332,16%,0,$90.17,"$29,936.51",16%
DEFTONES-HOOD1033-M,north america leg 2 tour hoodie,Pullover Hoodie,U,M,537,26%,0,$90.17,"$48,421.40",26%
DEFTONES-HOOD1033-L,north america leg 2 tour hoodie,Pullover Hoodie,U,L,504,24%,0,$90.17,"$45,445.78",24%
DEFTONES-HOOD1033-XL,north america leg 2 tour hoodie,Pullover Hoodie,U,XL,414,20%,0,$90.17,"$37,330.46",20%
DEFTONES-HOOD1033-XXL,north america leg 2 tour hoodie,Pullover Hoodie,U,2XL,304,15%,0,$90.17,"$27,411.74",15%
SUBTOTAL,north america leg 2 tour hoodie,Pullover Hoodie,U,"",2091,11%,0,$90.17,"$188,545.89",15%

DEFTONES-T1090-S,Toronto exclusive cross t-shirt,T-Shirt,U,S,63,7%,1,$57.38,"$3,615.01",7%
DEFTONES-T1090-M,Toronto exclusive cross t-shirt,T-Shirt,U,M,219,24%,2,$57.38,"$12,566.45",24%
DEFTONES-T1090-L,Toronto exclusive cross t-shirt,T-Shirt,U,L,355,39%,0,$57.38,"$20,370.27",39%
DEFTONES-T1090-XL,Toronto exclusive cross t-shirt,T-Shirt,U,XL,182,20%,1,$57.38,"$10,443.35",20%
DEFTONES-T1090-XXL,Toronto exclusive cross t-shirt,T-Shirt,U,2XL,102,11%,1,$57.38,"$5,852.87",11%
SUBTOTAL,Toronto exclusive cross t-shirt,T-Shirt,U,"",921,5%,5,$57.38,"$52,847.94",4%

DEFTONES-HOOD1032-S,"BLACK, WIRES HOODIE",Pullover Hoodie,U,S,0,0%,0,$0.00,$0.00,0%
DEFTONES-HOOD1032-M,"BLACK, WIRES HOODIE",Pullover Hoodie,U,M,0,0%,0,$0.00,$0.00,0%
DEFTONES-HOOD1032-L,"BLACK, WIRES HOODIE",Pullover Hoodie,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-HOOD1032-XL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,XL,0,0%,0,$0.00,$0.00,0%
DEFTONES-HOOD1032-XXL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,"",0,0%,0,$0.00,$0.00,0%

DEFTONES-HOOD1034-S,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,S,161,7%,0,$90.17,"$14,517.40",7%
DEFTONES-HOOD1034-M,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,M,508,21%,2,$90.17,"$45,806.46",21%
DEFTONES-HOOD1034-L,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,L,821,33%,3,$90.17,"$74,029.74",33%
DEFTONES-HOOD1034-XL,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,XL,653,27%,3,$90.17,"$58,881.14",27%
DEFTONES-HOOD1034-XXL,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,2XL,321,13%,1,$90.17,"$28,944.64",13%
SUBTOTAL,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,"",2464,13%,9,$90.17,"$222,179.38",18%

DEFTONES-HOOD1027-S,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,S,187,12%,0,$90.17,"$16,861.83",12%
DEFTONES-HOOD1027-M,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,M,266,17%,0,$90.17,"$23,985.27",17%
DEFTONES-HOOD1027-L,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,L,598,37%,0,$90.17,"$53,921.78",37%
DEFTONES-HOOD1027-XL,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,XL,423,26%,0,$90.17,"$38,142.00",26%
DEFTONES-HOOD1027-XXL,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,2XL,125,8%,0,$90.17,"$11,271.28",8%
DEFTONES-HOOD1027-3XL,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,"",1599,8%,0,$90.17,"$144,182.15",12%

DEFTONES-HAT1003,DEFTONES black 2025 side rose hat,Hat,U,One-Size,591,100%,4,$49.18,"$29,067.59",100%
SUBTOTAL,DEFTONES black 2025 side rose hat,Hat,U,"",591,3%,4,$49.18,"$29,067.59",2%

TOTAL APPAREL,"","","","",17173,88%,44,"","$1,182,344.49",95%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-POSTER1027,Tour poster leg two silver deftones ,Poster,"",,577,3%,3,$40.99,"$23,649.19",2%
DEFTONES-ACC1046,Skulls & Roses Tote ,Bag,"",,477,2%,3,$28.69,"$13,685.38",1%
DEFTONES-ACC1045,Skull & Roses Pin Set ,Pin,"",,586,3%,0,$20.49,"$12,009.03",1%
DEFTONES-ACC1047,2025 Tour Patch Set ,Patch,"",,607,3%,0,$16.39,"$9,951.51",1%

TOTAL OTHER,"","","","",2247,11%,6,"","$59,295.11",5%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-VIN1015,Private Music Clear Vinyl,Vinyl,"",,200,1%,0,$32.79,"$6,557.83",1%

TOTAL MUSIC,"","","","",200,1%,0,"","$6,557.83",1%

GRAND TOTAL,"","","","",19620,"",50,"","$1,248,197.43"
