APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-T2022-S,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,S,15,6%,0,$45.00,$675.00,6%
GAR-T2022-M,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,M,53,21%,0,$45.00,"$2,385.00",21%
GAR-T2022-L,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,L,84,33%,0,$45.00,"$3,780.00",33%
GAR-T2022-XL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,XL,60,24%,0,$45.00,"$2,700.00",24%
GAR-T2022-XXL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,2XL,40,16%,0,$45.00,"$1,800.00",16%
SUBTOTAL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,"",252,26%,0,$45.00,"$11,340.00",27%

GAR-T2021-S,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,S,28,13%,0,$45.00,"$1,260.00",13%
GAR-T2021-M,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,M,51,24%,0,$45.00,"$2,295.00",24%
GAR-T2021-L,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,L,68,32%,0,$45.00,"$3,060.00",32%
GAR-T2021-XL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,XL,37,18%,0,$45.00,"$1,665.00",18%
GAR-T2021-XXL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,2XL,26,12%,0,$45.00,"$1,170.00",12%
SUBTOTAL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,"",210,21%,0,$45.00,"$9,450.00",23%

GAR-T2024-S,Shirley Lightning Face T-Shirt ,T-Shirt,U,S,11,14%,0,$45.00,$495.00,14%
GAR-T2024-M,Shirley Lightning Face T-Shirt ,T-Shirt,U,M,21,27%,0,$45.00,$945.00,27%
GAR-T2024-L,Shirley Lightning Face T-Shirt ,T-Shirt,U,L,21,27%,0,$45.00,$945.00,27%
GAR-T2024-XL,Shirley Lightning Face T-Shirt ,T-Shirt,U,XL,9,11%,0,$45.00,$405.00,11%
GAR-T2024-XXL,Shirley Lightning Face T-Shirt ,T-Shirt,U,2XL,17,22%,0,$45.00,$765.00,22%
SUBTOTAL,Shirley Lightning Face T-Shirt ,T-Shirt,U,"",79,8%,0,$45.00,"$3,555.00",8%

GAR-T2023-S,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,S,17,12%,0,$45.00,$765.00,12%
GAR-T2023-M,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,M,42,30%,0,$45.00,"$1,890.00",30%
GAR-T2023-L,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,L,46,33%,0,$45.00,"$2,070.00",33%
GAR-T2023-XL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,XL,26,19%,0,$45.00,"$1,170.00",19%
GAR-T2023-XXL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,2XL,8,6%,0,$45.00,$360.00,6%
SUBTOTAL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,"",139,14%,0,$45.00,"$6,255.00",15%

GAR-HOOD1012-S,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,S,7,10%,0,$75.00,$525.00,10%
GAR-HOOD1012-M,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,M,15,21%,0,$75.00,"$1,125.00",21%
GAR-HOOD1012-L,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,L,22,30%,0,$75.00,"$1,650.00",30%
GAR-HOOD1012-XL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,XL,19,26%,0,$75.00,"$1,425.00",26%
GAR-HOOD1012-XXL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,2XL,10,14%,0,$75.00,$750.00,14%
SUBTOTAL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,"",73,7%,0,$75.00,"$5,475.00",13%

GAR-ACC1064,Octopus Hat,Hat,U,One-Size,50,100%,0,$35.00,"$1,750.00",100%
SUBTOTAL,Octopus Hat,Hat,U,"",50,5%,0,$35.00,"$1,750.00",4%

TOTAL APPAREL,"","","","",803,81%,0,"","$37,825.00",90%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-ACC1066,Garbage Band Photo Tote,Bag,"",,42,4%,0,$30.00,"$1,260.00",3%
GAR-ACC1065,2025 North American Tour Poster ,Poster,"",,97,10%,0,$15.00,"$1,455.00",3%
GAR-ACC1063,Octopus Keychain,Keychain,"",,0,0%,0,$0.00,$0.00,0%

TOTAL OTHER,"","","","",139,14%,0,"","$2,715.00",6%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-VIN1008,Vinyl Let All That We Imagine Be The Light,Vinyl,"",,45,5%,0,$30.00,"$1,350.00",3%

TOTAL MUSIC,"","","","",45,5%,0,"","$1,350.00",3%

GRAND TOTAL,"","","","",987,"",0,"","$41,890.00"
