APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-T10079-S,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,S,108,11%,0,$46.00,"$4,968.00",11%
JELROL-T10079-M,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,M,192,20%,0,$46.00,"$8,832.00",20%
JELROL-T10079-L,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,L,243,26%,0,$46.00,"$11,178.00",26%
JELROL-T10079-XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,XL,211,22%,0,$46.00,"$9,706.00",22%
JELROL-T10079-XXL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,2XL,111,12%,0,$46.00,"$5,106.00",12%
JELROL-T10079-3XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,3XL,75,8%,0,$46.00,"$3,450.00",8%
SUBTOTAL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,"",940,28%,0,$46.00,"$43,240.00",25%

JELROL-T10080-S,Beautifully Broken Face Tee,T-Shirt,U,S,51,11%,0,$46.00,"$2,346.00",11%
JELROL-T10080-M,Beautifully Broken Face Tee,T-Shirt,U,M,65,14%,1,$46.00,"$2,990.00",14%
JELROL-T10080-L,Beautifully Broken Face Tee,T-Shirt,U,L,121,27%,0,$46.00,"$5,566.00",27%
JELROL-T10080-XL,Beautifully Broken Face Tee,T-Shirt,U,XL,86,19%,0,$46.00,"$3,956.00",19%
JELROL-T10080-XXL,Beautifully Broken Face Tee,T-Shirt,U,2XL,87,19%,0,$46.00,"$4,002.00",19%
JELROL-T10080-3XL,Beautifully Broken Face Tee,T-Shirt,U,3XL,40,9%,0,$46.00,"$1,840.00",9%
SUBTOTAL,Beautifully Broken Face Tee,T-Shirt,U,"",450,13%,1,$46.00,"$20,700.00",12%

JELROL-T10081-S,DREAMS DONT DIE TEE,T-Shirt,U,S,72,11%,0,$46.00,"$3,312.00",11%
JELROL-T10081-M,DREAMS DONT DIE TEE,T-Shirt,U,M,140,22%,0,$46.00,"$6,440.00",22%
JELROL-T10081-L,DREAMS DONT DIE TEE,T-Shirt,U,L,176,28%,0,$46.00,"$8,096.00",28%
JELROL-T10081-XL,DREAMS DONT DIE TEE,T-Shirt,U,XL,128,20%,0,$46.00,"$5,888.00",20%
JELROL-T10081-XXL,DREAMS DONT DIE TEE,T-Shirt,U,2XL,81,13%,0,$46.00,"$3,726.00",13%
JELROL-T10081-3XL,DREAMS DONT DIE TEE,T-Shirt,U,3XL,35,6%,0,$46.00,"$1,610.00",6%
SUBTOTAL,DREAMS DONT DIE TEE,T-Shirt,U,"",632,19%,0,$46.00,"$29,072.00",17%

JELROL-T10082-S,EAGLE TEE,T-Shirt,U,S,55,13%,0,$46.00,"$2,530.00",13%
JELROL-T10082-M,EAGLE TEE,T-Shirt,U,M,66,15%,0,$46.00,"$3,036.00",15%
JELROL-T10082-L,EAGLE TEE,T-Shirt,U,L,118,27%,1,$46.00,"$5,428.00",27%
JELROL-T10082-XL,EAGLE TEE,T-Shirt,U,XL,116,27%,0,$46.00,"$5,336.00",27%
JELROL-T10082-XXL,EAGLE TEE,T-Shirt,U,2XL,69,16%,0,$46.00,"$3,174.00",16%
JELROL-T10082-3XL,EAGLE TEE,T-Shirt,U,3XL,6,1%,0,$46.00,$276.00,1%
SUBTOTAL,EAGLE TEE,T-Shirt,U,"",430,13%,1,$46.00,"$19,780.00",11%

"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,S,87,18%,0,$101.00,"$8,787.00",18%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,M,102,21%,1,$101.00,"$10,302.00",21%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,L,91,19%,0,$101.00,"$9,191.00",19%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,XL,97,20%,0,$101.00,"$9,797.00",20%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,2XL,100,21%,0,$101.00,"$10,100.00",21%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Anarchy Hoodie - TOUR,Pullover Hoodie,U,"",477,14%,1,$101.00,"$48,177.00",28%

TOTAL APPAREL,"","","","",2929,86%,3,"","$160,969.00",93%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-HAT2006,Distressed Denim Hat,Hat - Other,U,,151,4%,0,$46.00,"$6,946.00",4%
JELROL-ACC1048,Tall Boy Koozie,Koozie,U,,165,5%,0,$11.88,"$1,960.20",1%
"",Get By Bandana,Bandana,U,,118,3%,0,$22.68,"$2,676.24",2%
JELROL-ACC1049,DREAMS DONT DIE METALLIC TOTE,Bag,U,,31,1%,0,$38.88,"$1,205.28",1%

TOTAL OTHER,"","","","",465,14%,0,"","$12,787.72",7%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",3394,"",3,"","$173,756.72"
