APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-T1081-S,North america leg 2 tour t-shirt,T-Shirt,U,S,183,13%,0,$43.16,"$7,898.05",13%
DEFTONES-T1081-M,North america leg 2 tour t-shirt,T-Shirt,U,M,354,26%,0,$43.16,"$15,278.19",26%
DEFTONES-T1081-L,North america leg 2 tour t-shirt,T-Shirt,U,L,432,31%,0,$43.16,"$18,644.57",31%
DEFTONES-T1081-XL,North america leg 2 tour t-shirt,T-Shirt,U,XL,300,22%,0,$43.16,"$12,947.62",22%
DEFTONES-T1081-XXL,North america leg 2 tour t-shirt,T-Shirt,U,2XL,119,9%,0,$43.16,"$5,135.89",9%
SUBTOTAL,North america leg 2 tour t-shirt,T-Shirt,U,"",1388,19%,0,$43.16,"$59,904.30",17%

DEFTONES-T1082-S,"KHAKI, SCORPION TEE	",T-Shirt,U,S,64,12%,0,$43.16,"$2,762.16",12%
DEFTONES-T1082-M,"KHAKI, SCORPION TEE	",T-Shirt,U,M,140,27%,0,$43.16,"$6,042.22",27%
DEFTONES-T1082-L,"KHAKI, SCORPION TEE	",T-Shirt,U,L,144,27%,0,$43.16,"$6,214.86",27%
DEFTONES-T1082-XL,"KHAKI, SCORPION TEE	",T-Shirt,U,XL,120,23%,0,$43.16,"$5,179.05",23%
DEFTONES-T1082-XXL,"KHAKI, SCORPION TEE	",T-Shirt,U,2XL,58,11%,0,$43.16,"$2,503.21",11%
SUBTOTAL,"KHAKI, SCORPION TEE	",T-Shirt,U,"",526,7%,0,$43.16,"$22,701.49",6%

DEFTONES-T1083-S,Band photo t-shirt,T-Shirt,U,S,32,9%,0,$43.16,"$1,381.08",9%
DEFTONES-T1083-M,Band photo t-shirt,T-Shirt,U,M,97,27%,0,$43.16,"$4,186.40",27%
DEFTONES-T1083-L,Band photo t-shirt,T-Shirt,U,L,124,34%,0,$43.16,"$5,351.68",34%
DEFTONES-T1083-XL,Band photo t-shirt,T-Shirt,U,XL,79,22%,0,$43.16,"$3,409.54",22%
DEFTONES-T1083-XXL,Band photo t-shirt,T-Shirt,U,2XL,28,8%,0,$43.16,"$1,208.44",8%
SUBTOTAL,Band photo t-shirt,T-Shirt,U,"",360,5%,0,$43.16,"$15,537.14",4%

DEFTONES-T1084-S,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,S,132,16%,0,$43.16,"$5,696.95",16%
DEFTONES-T1084-M,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,M,213,25%,0,$43.16,"$9,192.81",25%
DEFTONES-T1084-L,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,L,216,26%,0,$43.16,"$9,322.28",26%
DEFTONES-T1084-XL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,XL,216,26%,0,$43.16,"$9,322.28",26%
DEFTONES-T1084-XXL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,2XL,60,7%,0,$43.16,"$2,589.52",7%
SUBTOTAL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,"",837,11%,0,$43.16,"$36,123.85",10%

DEFTONES-T1085-S,Silhouette t-shirt,T-Shirt,U,S,57,11%,0,$43.16,"$2,460.05",11%
DEFTONES-T1085-M,Silhouette t-shirt,T-Shirt,U,M,133,26%,0,$43.16,"$5,740.11",26%
DEFTONES-T1085-L,Silhouette t-shirt,T-Shirt,U,L,135,27%,0,$43.16,"$5,826.43",27%
DEFTONES-T1085-XL,Silhouette t-shirt,T-Shirt,U,XL,130,26%,1,$43.16,"$5,610.63",26%
DEFTONES-T1085-XXL,Silhouette t-shirt,T-Shirt,U,2XL,51,10%,0,$43.16,"$2,201.09",10%
SUBTOTAL,Silhouette t-shirt,T-Shirt,U,"",506,7%,1,$43.16,"$21,838.31",6%

DEFTONES-T1087-S,"WHITE, WIRES T-SHIRT",T-Shirt,U,S,16,8%,0,$43.16,$690.54,8%
DEFTONES-T1087-M,"WHITE, WIRES T-SHIRT",T-Shirt,U,M,63,33%,0,$43.16,"$2,719.00",33%
DEFTONES-T1087-L,"WHITE, WIRES T-SHIRT",T-Shirt,U,L,66,34%,0,$43.16,"$2,848.48",34%
DEFTONES-T1087-XL,"WHITE, WIRES T-SHIRT",T-Shirt,U,XL,34,18%,0,$43.16,"$1,467.40",18%
DEFTONES-T1087-XXL,"WHITE, WIRES T-SHIRT",T-Shirt,U,2XL,13,7%,0,$43.16,$561.06,7%
SUBTOTAL,"WHITE, WIRES T-SHIRT",T-Shirt,U,"",192,3%,0,$43.16,"$8,286.47",2%

DEFTONES-T1088-S,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,S,72,15%,0,$43.16,"$3,107.43",15%
DEFTONES-T1088-M,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,M,140,29%,0,$43.16,"$6,042.22",29%
DEFTONES-T1088-L,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,L,144,30%,0,$43.16,"$6,214.86",30%
DEFTONES-T1088-XL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,XL,94,19%,0,$43.16,"$4,056.92",19%
DEFTONES-T1088-XXL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,2XL,36,7%,0,$43.16,"$1,553.71",7%
SUBTOTAL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,"",486,7%,0,$43.16,"$20,975.14",6%

DEFTONES-T10846-S,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,S,48,8%,0,$43.16,"$2,071.62",8%
DEFTONES-T10846-M,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,M,183,30%,0,$43.16,"$7,898.05",30%
DEFTONES-T10846-L,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,L,192,31%,0,$43.16,"$8,286.47",31%
DEFTONES-T10846-XL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,XL,119,19%,0,$43.16,"$5,135.89",19%
DEFTONES-T10846-XXL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,2XL,70,11%,0,$43.16,"$3,021.11",11%
SUBTOTAL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,"",612,8%,0,$43.16,"$26,413.14",7%

DEFTONES-T1089-S,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,S,40,31%,0,$43.16,"$1,726.35",31%
DEFTONES-T1089-M,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,M,38,29%,0,$43.16,"$1,640.03",29%
DEFTONES-T1089-L,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,L,36,27%,0,$43.16,"$1,553.71",27%
DEFTONES-T1089-XL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,XL,11,8%,0,$43.16,$474.75,8%
DEFTONES-T1089-XXL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,2XL,6,5%,0,$43.16,$258.95,5%
SUBTOTAL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,"",131,2%,0,$43.16,"$5,653.79",2%

DEFTONES-LS1016-S,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,S,17,8%,0,$53.95,$917.12,8%
DEFTONES-LS1016-M,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,M,54,26%,0,$53.95,"$2,913.21",26%
DEFTONES-LS1016-L,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,L,76,37%,0,$53.95,"$4,100.08",37%
DEFTONES-LS1016-XL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,XL,43,21%,1,$53.95,"$2,319.78",21%
DEFTONES-LS1016-XXL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,2XL,16,8%,0,$53.95,$863.17,8%
SUBTOTAL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,"",206,3%,1,$53.95,"$11,113.37",3%

DEFTONES-HOOD1033-S,north america leg 2 tour hoodie,Pullover Hoodie,U,S,53,9%,1,$89.91,"$4,765.44",9%
