APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-T1081-S,North america leg 2 tour t-shirt,T-Shirt,U,S,36,9%,0,$49.86,"$1,794.86",9%
DEFTONES-T1081-M,North america leg 2 tour t-shirt,T-Shirt,U,M,121,29%,6,$49.86,"$6,032.73",29%
DEFTONES-T1081-L,North america leg 2 tour t-shirt,T-Shirt,U,L,167,39%,3,$49.86,"$8,326.17",39%
DEFTONES-T1081-XL,North america leg 2 tour t-shirt,T-Shirt,U,XL,69,16%,1,$49.86,"$3,440.15",16%
DEFTONES-T1081-XXL,North america leg 2 tour t-shirt,T-Shirt,U,2XL,30,7%,0,$49.86,"$1,495.72",7%
SUBTOTAL,North america leg 2 tour t-shirt,T-Shirt,U,"",423,23%,10,$49.86,"$21,089.63",21%

DEFTONES-T1082-S,"KHAKI, SCORPION TEE	",T-Shirt,U,S,12,8%,0,$49.86,$598.29,8%
DEFTONES-T1082-M,"KHAKI, SCORPION TEE	",T-Shirt,U,M,40,27%,1,$49.86,"$1,994.29",27%
DEFTONES-T1082-L,"KHAKI, SCORPION TEE	",T-Shirt,U,L,56,38%,1,$49.86,"$2,792.01",38%
DEFTONES-T1082-XL,"KHAKI, SCORPION TEE	",T-Shirt,U,XL,32,22%,0,$49.86,"$1,595.43",22%
DEFTONES-T1082-XXL,"KHAKI, SCORPION TEE	",T-Shirt,U,2XL,7,5%,0,$49.86,$349.00,5%
SUBTOTAL,"KHAKI, SCORPION TEE	",T-Shirt,U,"",147,8%,2,$49.86,"$7,329.02",7%

DEFTONES-T1083-S,Band photo t-shirt,T-Shirt,U,S,2,4%,0,$49.86,$99.71,4%
DEFTONES-T1083-M,Band photo t-shirt,T-Shirt,U,M,12,26%,0,$49.86,$598.29,26%
DEFTONES-T1083-L,Band photo t-shirt,T-Shirt,U,L,24,51%,0,$49.86,"$1,196.57",51%
DEFTONES-T1083-XL,Band photo t-shirt,T-Shirt,U,XL,7,15%,0,$49.86,$349.00,15%
DEFTONES-T1083-XXL,Band photo t-shirt,T-Shirt,U,2XL,2,4%,0,$49.86,$99.71,4%
SUBTOTAL,Band photo t-shirt,T-Shirt,U,"",47,3%,0,$49.86,"$2,343.29",2%

DEFTONES-T1084-S,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,S,24,11%,1,$49.86,"$1,196.57",11%
DEFTONES-T1084-M,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,M,87,38%,0,$49.86,"$4,337.58",38%
DEFTONES-T1084-L,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,L,47,21%,2,$49.86,"$2,343.29",21%
DEFTONES-T1084-XL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,XL,52,23%,0,$49.86,"$2,592.58",23%
DEFTONES-T1084-XXL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,2XL,18,8%,0,$49.86,$897.43,8%
SUBTOTAL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,"",228,13%,3,$49.86,"$11,367.46",11%

DEFTONES-T1085-S,Silhouette t-shirt,T-Shirt,U,S,6,8%,1,$49.86,$299.14,8%
DEFTONES-T1085-M,Silhouette t-shirt,T-Shirt,U,M,21,29%,0,$49.86,"$1,047.00",29%
DEFTONES-T1085-L,Silhouette t-shirt,T-Shirt,U,L,26,36%,1,$49.86,"$1,296.29",36%
DEFTONES-T1085-XL,Silhouette t-shirt,T-Shirt,U,XL,13,18%,0,$49.86,$648.14,18%
DEFTONES-T1085-XXL,Silhouette t-shirt,T-Shirt,U,2XL,7,10%,0,$49.86,$349.00,10%
SUBTOTAL,Silhouette t-shirt,T-Shirt,U,"",73,4%,2,$49.86,"$3,639.58",4%

DEFTONES-T1087-S,"WHITE, WIRES T-SHIRT",T-Shirt,U,S,3,10%,0,$49.86,$149.57,10%
DEFTONES-T1087-M,"WHITE, WIRES T-SHIRT",T-Shirt,U,M,11,35%,0,$49.86,$548.43,35%
DEFTONES-T1087-L,"WHITE, WIRES T-SHIRT",T-Shirt,U,L,8,26%,0,$49.86,$398.86,26%
DEFTONES-T1087-XL,"WHITE, WIRES T-SHIRT",T-Shirt,U,XL,7,23%,0,$49.86,$349.00,23%
DEFTONES-T1087-XXL,"WHITE, WIRES T-SHIRT",T-Shirt,U,2XL,2,6%,0,$49.86,$99.71,6%
SUBTOTAL,"WHITE, WIRES T-SHIRT",T-Shirt,U,"",31,2%,0,$49.86,"$1,545.58",2%

DEFTONES-T1088-S,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,S,23,13%,0,$49.86,"$1,146.72",13%
DEFTONES-T1088-M,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,M,73,42%,0,$49.86,"$3,639.58",42%
DEFTONES-T1088-L,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,L,53,31%,0,$49.86,"$2,642.44",31%
DEFTONES-T1088-XL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,XL,16,9%,0,$49.86,$797.72,9%
DEFTONES-T1088-XXL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,2XL,7,4%,0,$49.86,$349.00,4%
SUBTOTAL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,"",172,10%,0,$49.86,"$8,575.45",9%

DEFTONES-T10846-S,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,S,37,26%,1,$49.86,"$1,844.72",26%
DEFTONES-T10846-M,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,M,2,1%,0,$49.86,$99.71,1%
DEFTONES-T10846-L,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-T10846-XL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,XL,79,56%,0,$49.86,"$3,938.73",56%
DEFTONES-T10846-XXL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,2XL,24,17%,0,$49.86,"$1,196.57",17%
SUBTOTAL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,"",142,8%,1,$49.86,"$7,079.73",7%

DEFTONES-T1089-S,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,S,9,45%,0,$49.86,$448.72,45%
DEFTONES-T1089-M,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,M,9,45%,0,$49.86,$448.72,45%
DEFTONES-T1089-L,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,L,0,0%,1,$0.00,$0.00,0%
DEFTONES-T1089-XL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,XL,1,5%,0,$49.86,$49.86,5%
DEFTONES-T1089-XXL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,2XL,1,5%,0,$49.86,$49.86,5%
SUBTOTAL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,"",20,1%,1,$49.86,$997.15,1%

DEFTONES-LS1016-S,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,S,3,6%,0,$62.32,$186.95,6%
DEFTONES-LS1016-M,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,M,14,28%,0,$62.32,$872.43,28%
