APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-T10079-S,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,S,114,10%,0,$46.00,"$5,244.00",10%
JELROL-T10079-M,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,M,188,17%,0,$46.00,"$8,648.00",17%
JELROL-T10079-L,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,L,284,25%,1,$46.00,"$13,064.00",25%
JELROL-T10079-XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,XL,260,23%,0,$46.00,"$11,960.00",23%
JELROL-T10079-XXL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,2XL,167,15%,0,$46.00,"$7,682.00",15%
JELROL-T10079-3XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,3XL,113,10%,0,$46.00,"$5,198.00",10%
SUBTOTAL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,"",1126,31%,1,$46.00,"$51,796.00",33%

JELROL-T10080-S,Beautifully Broken Face Tee,T-Shirt,U,S,34,11%,0,$46.00,"$1,564.00",11%
JELROL-T10080-M,Beautifully Broken Face Tee,T-Shirt,U,M,57,18%,0,$46.00,"$2,622.00",18%
JELROL-T10080-L,Beautifully Broken Face Tee,T-Shirt,U,L,72,23%,0,$46.00,"$3,312.00",23%
JELROL-T10080-XL,Beautifully Broken Face Tee,T-Shirt,U,XL,77,25%,0,$46.00,"$3,542.00",25%
JELROL-T10080-XXL,Beautifully Broken Face Tee,T-Shirt,U,2XL,35,11%,0,$46.00,"$1,610.00",11%
JELROL-T10080-3XL,Beautifully Broken Face Tee,T-Shirt,U,3XL,35,11%,0,$46.00,"$1,610.00",11%
SUBTOTAL,Beautifully Broken Face Tee,T-Shirt,U,"",310,9%,0,$46.00,"$14,260.00",9%

JELROL-T10081-S,DREAMS DONT DIE TEE,T-Shirt,U,S,75,12%,0,$46.00,"$3,450.00",12%
JELROL-T10081-M,DREAMS DONT DIE TEE,T-Shirt,U,M,136,22%,0,$46.00,"$6,256.00",22%
JELROL-T10081-L,DREAMS DONT DIE TEE,T-Shirt,U,L,151,25%,0,$46.00,"$6,946.00",25%
JELROL-T10081-XL,DREAMS DONT DIE TEE,T-Shirt,U,XL,156,25%,0,$46.00,"$7,176.00",25%
JELROL-T10081-XXL,DREAMS DONT DIE TEE,T-Shirt,U,2XL,98,16%,0,$46.00,"$4,508.00",16%
JELROL-T10081-3XL,DREAMS DONT DIE TEE,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,DREAMS DONT DIE TEE,T-Shirt,U,"",616,17%,0,$46.00,"$28,336.00",18%

JELROL-T10082-S,EAGLE TEE,T-Shirt,U,S,84,13%,0,$46.00,"$3,864.00",13%
JELROL-T10082-M,EAGLE TEE,T-Shirt,U,M,161,25%,0,$46.00,"$7,406.00",25%
JELROL-T10082-L,EAGLE TEE,T-Shirt,U,L,137,21%,0,$46.00,"$6,302.00",21%
JELROL-T10082-XL,EAGLE TEE,T-Shirt,U,XL,153,23%,0,$46.00,"$7,038.00",23%
JELROL-T10082-XXL,EAGLE TEE,T-Shirt,U,2XL,64,10%,0,$46.00,"$2,944.00",10%
JELROL-T10082-3XL,EAGLE TEE,T-Shirt,U,3XL,56,9%,0,$46.00,"$2,576.00",9%
SUBTOTAL,EAGLE TEE,T-Shirt,U,"",655,18%,0,$46.00,"$30,130.00",19%

