APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-T10079-S,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,S,76,8%,0,$46.00,"$3,496.00",8%
JELROL-T10079-M,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,M,176,18%,0,$46.00,"$8,096.00",18%
JELROL-T10079-L,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,L,268,28%,0,$46.00,"$12,328.00",28%
JELROL-T10079-XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,XL,270,28%,0,$46.00,"$12,420.00",28%
JELROL-T10079-XXL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,2XL,162,17%,0,$46.00,"$7,452.00",17%
JELROL-T10079-3XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,"",952,25%,0,$46.00,"$43,792.00",25%

JELROL-T10080-S,Beautifully Broken Face Tee,T-Shirt,U,S,96,13%,0,$46.00,"$4,416.00",13%
JELROL-T10080-M,Beautifully Broken Face Tee,T-Shirt,U,M,112,16%,0,$46.00,"$5,152.00",16%
JELROL-T10080-L,Beautifully Broken Face Tee,T-Shirt,U,L,169,24%,0,$46.00,"$7,774.00",24%
JELROL-T10080-XL,Beautifully Broken Face Tee,T-Shirt,U,XL,141,20%,0,$46.00,"$6,486.00",20%
JELROL-T10080-XXL,Beautifully Broken Face Tee,T-Shirt,U,2XL,135,19%,0,$46.00,"$6,210.00",19%
JELROL-T10080-3XL,Beautifully Broken Face Tee,T-Shirt,U,3XL,62,9%,0,$46.00,"$2,852.00",9%
SUBTOTAL,Beautifully Broken Face Tee,T-Shirt,U,"",715,19%,0,$46.00,"$32,890.00",19%

JELROL-T10081-S,DREAMS DONT DIE TEE,T-Shirt,U,S,102,20%,1,$46.00,"$4,692.00",20%
