APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-T1084-L,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,L,175,23%,0,$48.56,"$8,498.00",23%
DEFTONES-T1084-XL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,XL,180,24%,0,$48.56,"$8,740.80",24%
DEFTONES-T1084-XXL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,2XL,82,11%,0,$48.56,"$3,981.92",11%
SUBTOTAL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,"",756,11%,0,$48.56,"$36,711.36",9%

DEFTONES-T1085-S,Silhouette t-shirt,T-Shirt,U,S,31,12%,0,$48.56,"$1,505.36",12%
DEFTONES-T1085-M,Silhouette t-shirt,T-Shirt,U,M,61,23%,0,$48.56,"$2,962.16",23%
DEFTONES-T1085-L,Silhouette t-shirt,T-Shirt,U,L,88,33%,0,$48.56,"$4,273.28",33%
DEFTONES-T1085-XL,Silhouette t-shirt,T-Shirt,U,XL,49,18%,0,$48.56,"$2,379.44",18%
DEFTONES-T1085-XXL,Silhouette t-shirt,T-Shirt,U,2XL,39,15%,0,$48.56,"$1,893.84",15%
SUBTOTAL,Silhouette t-shirt,T-Shirt,U,"",268,4%,0,$48.56,"$13,014.08",3%

DEFTONES-T1087-S,"WHITE, WIRES T-SHIRT",T-Shirt,U,S,15,9%,0,$48.56,$728.40,9%
DEFTONES-T1087-M,"WHITE, WIRES T-SHIRT",T-Shirt,U,M,46,28%,0,$48.56,"$2,233.76",28%
DEFTONES-T1087-L,"WHITE, WIRES T-SHIRT",T-Shirt,U,L,65,39%,0,$48.56,"$3,156.40",39%
DEFTONES-T1087-XL,"WHITE, WIRES T-SHIRT",T-Shirt,U,XL,30,18%,0,$48.56,"$1,456.80",18%
DEFTONES-T1087-XXL,"WHITE, WIRES T-SHIRT",T-Shirt,U,2XL,10,6%,0,$48.56,$485.60,6%
SUBTOTAL,"WHITE, WIRES T-SHIRT",T-Shirt,U,"",166,2%,0,$48.56,"$8,060.96",2%

DEFTONES-T1088-S,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,S,56,16%,0,$48.56,"$2,719.36",16%
DEFTONES-T1088-M,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,M,99,28%,0,$48.56,"$4,807.44",28%
DEFTONES-T1088-L,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,L,126,36%,0,$48.56,"$6,118.56",36%
DEFTONES-T1088-XL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,XL,47,14%,0,$48.56,"$2,282.32",14%
DEFTONES-T1088-XXL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,2XL,20,6%,0,$48.56,$971.20,6%
SUBTOTAL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,"",348,5%,0,$48.56,"$16,898.88",4%

DEFTONES-T10846-S,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,S,77,14%,0,$48.56,"$3,739.12",14%
DEFTONES-T10846-M,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,M,152,28%,0,$48.56,"$7,381.12",28%
DEFTONES-T10846-L,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,L,139,26%,0,$48.56,"$6,749.84",26%
DEFTONES-T10846-XL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,XL,109,20%,0,$48.56,"$5,293.04",20%
DEFTONES-T10846-XXL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,2XL,59,11%,0,$48.56,"$2,865.04",11%
SUBTOTAL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,"",536,7%,0,$48.56,"$26,028.16",7%

DEFTONES-T1089-S,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,S,45,34%,0,$48.56,"$2,185.20",34%
DEFTONES-T1089-M,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,M,34,25%,0,$48.56,"$1,651.04",25%
DEFTONES-T1089-L,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,L,36,27%,0,$48.56,"$1,748.16",27%
DEFTONES-T1089-XL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,XL,19,14%,0,$48.56,$922.64,14%
DEFTONES-T1089-XXL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,"",134,2%,0,$48.56,"$6,507.04",2%

DEFTONES-LS1016-S,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,S,12,9%,0,$75.53,$906.36,9%
DEFTONES-LS1016-M,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,M,43,31%,0,$75.53,"$3,247.79",31%
DEFTONES-LS1016-L,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,L,45,32%,0,$75.53,"$3,398.85",32%
DEFTONES-LS1016-XL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,XL,32,23%,0,$75.53,"$2,416.96",23%
DEFTONES-LS1016-XXL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,2XL,8,6%,0,$75.53,$604.24,6%
SUBTOTAL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,"",140,2%,0,$75.53,"$10,574.20",3%

DEFTONES-SHORTS1005-S,deftones snake shorts ,Shorts,U,S,36,16%,0,$64.74,"$2,330.64",16%
DEFTONES-SHORTS1005-M,deftones snake shorts ,Shorts,U,M,82,37%,0,$64.74,"$5,308.68",37%
DEFTONES-SHORTS1005-L,deftones snake shorts ,Shorts,U,L,66,30%,0,$64.74,"$4,272.84",30%
DEFTONES-SHORTS1005-XL,deftones snake shorts ,Shorts,U,XL,25,11%,0,$64.74,"$1,618.50",11%
DEFTONES-SHORTS1005-XXL,deftones snake shorts ,Shorts,U,2XL,12,5%,0,$64.74,$776.88,5%
SUBTOTAL,deftones snake shorts ,Shorts,U,"",221,3%,0,$64.74,"$14,307.54",4%

DEFTONES-HOOD1033-S,north america leg 2 tour hoodie,Pullover Hoodie,U,S,63,9%,0,$86.32,"$5,438.16",9%
DEFTONES-HOOD1033-M,north america leg 2 tour hoodie,Pullover Hoodie,U,M,182,27%,0,$86.32,"$15,710.24",27%
DEFTONES-HOOD1033-L,north america leg 2 tour hoodie,Pullover Hoodie,U,L,180,27%,0,$86.32,"$15,537.60",27%
DEFTONES-HOOD1033-XL,north america leg 2 tour hoodie,Pullover Hoodie,U,XL,185,27%,0,$86.32,"$15,969.20",27%
DEFTONES-HOOD1033-XXL,north america leg 2 tour hoodie,Pullover Hoodie,U,2XL,69,10%,0,$86.32,"$5,956.08",10%
SUBTOTAL,north america leg 2 tour hoodie,Pullover Hoodie,U,"",679,9%,0,$86.32,"$58,611.28",15%

DEFTONES-HOOD1032-S,"BLACK, WIRES HOODIE",Pullover Hoodie,U,S,21,14%,0,$86.32,"$1,812.72",14%
DEFTONES-HOOD1032-M,"BLACK, WIRES HOODIE",Pullover Hoodie,U,M,38,25%,0,$86.32,"$3,280.16",25%
DEFTONES-HOOD1032-L,"BLACK, WIRES HOODIE",Pullover Hoodie,U,L,36,24%,0,$86.32,"$3,107.52",24%
DEFTONES-HOOD1032-XL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,XL,36,24%,0,$86.32,"$3,107.52",24%
DEFTONES-HOOD1032-XXL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,2XL,19,13%,0,$86.32,"$1,640.08",13%
SUBTOTAL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,"",150,2%,0,$86.32,"$12,948.00",3%

DEFTONES-HOOD1027-S,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,S,70,13%,0,$86.32,"$6,042.40",13%
DEFTONES-HOOD1027-M,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,M,125,22%,0,$86.32,"$10,790.00",22%
DEFTONES-HOOD1027-L,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,L,196,35%,0,$86.32,"$16,918.72",35%
DEFTONES-HOOD1027-XL,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,XL,126,23%,0,$86.32,"$10,876.32",23%
DEFTONES-HOOD1027-XXL,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,2XL,41,7%,0,$86.32,"$3,539.12",7%
DEFTONES-HOOD1027-3XL,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Graffiti Eyes Grape Ice Hoodie,Pullover Hoodie,U,"",558,8%,0,$86.32,"$48,166.56",12%

DEFTONES-HAT1003,DEFTONES black 2025 side rose hat,Hat,U,One-Size,220,100%,0,$48.56,"$10,683.20",100%
SUBTOTAL,DEFTONES black 2025 side rose hat,Hat,U,"",220,3%,0,$48.56,"$10,683.20",3%

TOTAL APPAREL,"","","","",6548,91%,0,"","$377,695.58",96%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-POSTER1027,Tour poster leg two silver deftones ,Poster,"",,100,1%,0,$43.16,"$4,316.00",1%
DEFTONES-ACC1046,Skulls & Roses Tote ,Bag,"",,89,1%,0,$32.37,"$2,880.93",1%
DEFTONES-ACC1045,Skull & Roses Pin Set ,Pin,"",,171,2%,0,$21.58,"$3,690.18",1%
DEFTONES-ACC1047,2025 Tour Patch Set ,Patch,"",,116,2%,0,$16.19,"$1,878.04",0%

TOTAL OTHER,"","","","",476,7%,0,"","$12,765.15",3%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-VIN1015,Private Music Clear Vinyl,Vinyl,"",,145,2%,0,$32.37,"$4,693.65",1%

TOTAL MUSIC,"","","","",145,2%,0,"","$4,693.65",1%

GRAND TOTAL,"","","","",7169,"",0,"","$395,154.38"
