APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-T10079-S,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,S,48,7%,0,$53.47,"$2,566.55",7%
JELROL-T10079-M,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,M,115,18%,0,$53.47,"$6,149.02",18%
JELROL-T10079-L,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,L,141,22%,2,$53.47,"$7,539.24",22%
JELROL-T10079-XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,XL,143,22%,1,$53.47,"$7,646.18",22%
JELROL-T10079-XXL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,2XL,146,23%,0,$53.47,"$7,806.59",23%
JELROL-T10079-3XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,3XL,53,8%,0,$53.47,"$2,833.90",8%
SUBTOTAL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,"",646,29%,3,$53.47,"$34,541.47",27%

JELROL-T10080-S,Beautifully Broken Face Tee,T-Shirt,U,S,24,8%,0,$53.47,"$1,283.27",8%
JELROL-T10080-M,Beautifully Broken Face Tee,T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
JELROL-T10080-L,Beautifully Broken Face Tee,T-Shirt,U,L,64,21%,0,$53.47,"$3,422.06",21%
JELROL-T10080-XL,Beautifully Broken Face Tee,T-Shirt,U,XL,87,28%,0,$53.47,"$4,651.87",28%
JELROL-T10080-XXL,Beautifully Broken Face Tee,T-Shirt,U,2XL,81,26%,0,$53.47,"$4,331.05",26%
JELROL-T10080-3XL,Beautifully Broken Face Tee,T-Shirt,U,3XL,52,17%,0,$53.47,"$2,780.43",17%
SUBTOTAL,Beautifully Broken Face Tee,T-Shirt,U,"",308,14%,0,$53.47,"$16,468.69",13%

JELROL-T10081-S,DREAMS DONT DIE TEE,T-Shirt,U,S,0,0%,0,$0.00,$0.00,0%
JELROL-T10081-M,DREAMS DONT DIE TEE,T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
JELROL-T10081-L,DREAMS DONT DIE TEE,T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
JELROL-T10081-XL,DREAMS DONT DIE TEE,T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
JELROL-T10081-XXL,DREAMS DONT DIE TEE,T-Shirt,U,2XL,0,0%,0,$0.00,$0.00,0%
JELROL-T10081-3XL,DREAMS DONT DIE TEE,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,DREAMS DONT DIE TEE,T-Shirt,U,"",0,0%,0,$0.00,$0.00,0%

JELROL-T10082-S,EAGLE TEE,T-Shirt,U,S,0,0%,0,$0.00,$0.00,0%
JELROL-T10082-M,EAGLE TEE,T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
JELROL-T10082-L,EAGLE TEE,T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
JELROL-T10082-XL,EAGLE TEE,T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
JELROL-T10082-XXL,EAGLE TEE,T-Shirt,U,2XL,0,0%,0,$0.00,$0.00,0%
JELROL-T10082-3XL,EAGLE TEE,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,EAGLE TEE,T-Shirt,U,"",0,0%,0,$0.00,$0.00,0%

JELROL-TOUR-T1014-S,I'm Not Okay Tee,T-Shirt,U,S,100,18%,0,$53.47,"$5,346.98",18%
JELROL-TOUR-T1014-M,I'm Not Okay Tee,T-Shirt,U,M,112,21%,1,$53.47,"$5,988.61",21%
JELROL-TOUR-T1014-L,I'm Not Okay Tee,T-Shirt,U,L,120,22%,0,$53.47,"$6,416.37",22%
JELROL-TOUR-T1014-XL,I'm Not Okay Tee,T-Shirt,U,XL,116,21%,0,$53.47,"$6,202.49",21%
JELROL-TOUR-T1014-XXL,I'm Not Okay Tee,T-Shirt,U,2XL,95,17%,0,$53.47,"$5,079.63",17%
JELROL-TOUR-T1014-3XL,I'm Not Okay Tee,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,I'm Not Okay Tee,T-Shirt,U,"",543,24%,1,$53.47,"$29,034.08",22%

"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,S,35,9%,0,$115.17,"$4,030.80",9%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,M,77,19%,1,$115.17,"$8,867.75",19%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,L,107,27%,3,$115.17,"$12,322.72",27%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,XL,92,23%,0,$115.17,"$10,595.24",23%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,2XL,84,21%,2,$115.17,"$9,673.91",21%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Anarchy Hoodie - TOUR,Pullover Hoodie,U,"",395,18%,6,$115.17,"$45,490.43",35%

TOTAL APPAREL,"","","","",1892,84%,10,"","$125,534.67",96%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-TOUR-ACC1003,Get By Koozie,Koozie,U,,142,6%,0,$12.34,"$1,752.16",1%
JELROL-TOUR-ACC1004,Skull Tallboy Koozie,Koozie,U,,106,5%,0,$12.34,"$1,307.95",1%
JELROL-HAT2006,Distressed Denim Hat,Hat - Other,U,,0,0%,0,$0.00,$0.00,0%
JELROL-ACC1048,Tall Boy Koozie,Koozie,U,,0,0%,0,$0.00,$0.00,0%
"",Get By Bandana,Bandana,U,,0,0%,0,$0.00,$0.00,0%
JELROL-ACC1049,DREAMS DONT DIE METALLIC TOTE,Bag,U,,0,0%,0,$0.00,$0.00,0%

TOTAL OTHER,"","","","",248,11%,0,"","$3,060.12",2%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
 JELROL-VINYL1006,Live in Canada 7” Vinyl,Vinyl,"",,101,5%,8,$16.45,"$1,661.68",1%

TOTAL MUSIC,"","","","",101,5%,8,"","$1,661.68",1%

GRAND TOTAL,"","","","",2241,"",18,"","$130,256.46"
