APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-T1081-S,North america leg 2 tour t-shirt,T-Shirt,U,S,170,10%,0,$43.36,"$7,370.74",10%
DEFTONES-T1081-M,North america leg 2 tour t-shirt,T-Shirt,U,M,403,24%,0,$43.36,"$17,473.00",24%
DEFTONES-T1081-L,North america leg 2 tour t-shirt,T-Shirt,U,L,564,34%,0,$43.36,"$24,453.53",34%
DEFTONES-T1081-XL,North america leg 2 tour t-shirt,T-Shirt,U,XL,338,21%,0,$43.36,"$14,654.77",21%
DEFTONES-T1081-XXL,North america leg 2 tour t-shirt,T-Shirt,U,2XL,172,10%,0,$43.36,"$7,457.46",10%
SUBTOTAL,North america leg 2 tour t-shirt,T-Shirt,U,"",1647,19%,0,$43.36,"$71,409.51",17%

DEFTONES-T1082-S,"KHAKI, SCORPION TEE	",T-Shirt,U,S,62,8%,0,$43.36,"$2,688.15",8%
DEFTONES-T1082-M,"KHAKI, SCORPION TEE	",T-Shirt,U,M,191,24%,0,$43.36,"$8,281.25",24%
DEFTONES-T1082-L,"KHAKI, SCORPION TEE	",T-Shirt,U,L,275,34%,0,$43.36,"$11,923.26",34%
DEFTONES-T1082-XL,"KHAKI, SCORPION TEE	",T-Shirt,U,XL,180,22%,0,$43.36,"$7,804.32",22%
DEFTONES-T1082-XXL,"KHAKI, SCORPION TEE	",T-Shirt,U,2XL,99,12%,1,$43.36,"$4,292.37",12%
SUBTOTAL,"KHAKI, SCORPION TEE	",T-Shirt,U,"",807,10%,1,$43.36,"$34,989.36",8%

DEFTONES-T1083-S,Band photo t-shirt,T-Shirt,U,S,17,7%,0,$43.36,$737.07,7%
DEFTONES-T1083-M,Band photo t-shirt,T-Shirt,U,M,64,26%,0,$43.36,"$2,774.87",26%
DEFTONES-T1083-L,Band photo t-shirt,T-Shirt,U,L,87,35%,0,$43.36,"$3,772.09",35%
DEFTONES-T1083-XL,Band photo t-shirt,T-Shirt,U,XL,47,19%,0,$43.36,"$2,037.79",19%
DEFTONES-T1083-XXL,Band photo t-shirt,T-Shirt,U,2XL,31,13%,0,$43.36,"$1,344.08",13%
SUBTOTAL,Band photo t-shirt,T-Shirt,U,"",246,3%,0,$43.36,"$10,665.90",3%

DEFTONES-T1084-S,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,S,58,7%,0,$43.36,"$2,514.72",7%
