APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-T1081-S,North america leg 2 tour t-shirt,T-Shirt,U,S,163,11%,0,$45.00,"$7,335.00",11%
DEFTONES-T1081-M,North america leg 2 tour t-shirt,T-Shirt,U,M,144,10%,0,$45.00,"$6,480.00",10%
DEFTONES-T1081-L,North america leg 2 tour t-shirt,T-Shirt,U,L,575,40%,2,$45.00,"$25,875.00",40%
DEFTONES-T1081-XL,North america leg 2 tour t-shirt,T-Shirt,U,XL,365,26%,2,$45.00,"$16,425.00",26%
DEFTONES-T1081-XXL,North america leg 2 tour t-shirt,T-Shirt,U,2XL,173,12%,5,$45.00,"$7,785.00",12%
SUBTOTAL,North america leg 2 tour t-shirt,T-Shirt,U,"",1420,16%,9,$45.00,"$63,900.00",14%

DEFTONES-T1082-S,"KHAKI, SCORPION TEE	",T-Shirt,U,S,79,11%,1,$45.00,"$3,555.00",11%
DEFTONES-T1082-M,"KHAKI, SCORPION TEE	",T-Shirt,U,M,147,20%,0,$45.00,"$6,615.00",20%
DEFTONES-T1082-L,"KHAKI, SCORPION TEE	",T-Shirt,U,L,215,29%,1,$45.00,"$9,675.00",29%
DEFTONES-T1082-XL,"KHAKI, SCORPION TEE	",T-Shirt,U,XL,204,27%,0,$45.00,"$9,180.00",27%
DEFTONES-T1082-XXL,"KHAKI, SCORPION TEE	",T-Shirt,U,2XL,102,14%,0,$45.00,"$4,590.00",14%
SUBTOTAL,"KHAKI, SCORPION TEE	",T-Shirt,U,"",747,9%,2,$45.00,"$33,615.00",8%

DEFTONES-T1083-S,Band photo t-shirt,T-Shirt,U,S,25,9%,0,$45.00,"$1,125.00",9%
DEFTONES-T1083-M,Band photo t-shirt,T-Shirt,U,M,57,21%,0,$45.00,"$2,565.00",21%
DEFTONES-T1083-L,Band photo t-shirt,T-Shirt,U,L,92,34%,0,$45.00,"$4,140.00",34%
DEFTONES-T1083-XL,Band photo t-shirt,T-Shirt,U,XL,55,20%,0,$45.00,"$2,475.00",20%
DEFTONES-T1083-XXL,Band photo t-shirt,T-Shirt,U,2XL,40,15%,0,$45.00,"$1,800.00",15%
SUBTOTAL,Band photo t-shirt,T-Shirt,U,"",269,3%,0,$45.00,"$12,105.00",3%

DEFTONES-T1084-S,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,S,140,18%,1,$45.00,"$6,300.00",18%
DEFTONES-T1084-M,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,M,192,24%,2,$45.00,"$8,640.00",24%
DEFTONES-T1084-L,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,L,161,20%,4,$45.00,"$7,245.00",20%
DEFTONES-T1084-XL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,XL,213,27%,1,$45.00,"$9,585.00",27%
DEFTONES-T1084-XXL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,2XL,85,11%,0,$45.00,"$3,825.00",11%
SUBTOTAL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,"",791,9%,8,$45.00,"$35,595.00",8%

DEFTONES-T1085-S,Silhouette t-shirt,T-Shirt,U,S,49,12%,0,$45.00,"$2,205.00",12%
DEFTONES-T1085-M,Silhouette t-shirt,T-Shirt,U,M,87,20%,1,$45.00,"$3,915.00",20%
DEFTONES-T1085-L,Silhouette t-shirt,T-Shirt,U,L,123,29%,1,$45.00,"$5,535.00",29%
DEFTONES-T1085-XL,Silhouette t-shirt,T-Shirt,U,XL,101,24%,0,$45.00,"$4,545.00",24%
DEFTONES-T1085-XXL,Silhouette t-shirt,T-Shirt,U,2XL,65,15%,0,$45.00,"$2,925.00",15%
SUBTOTAL,Silhouette t-shirt,T-Shirt,U,"",425,5%,2,$45.00,"$19,125.00",4%

DEFTONES-T1087-S,"WHITE, WIRES T-SHIRT",T-Shirt,U,S,29,11%,0,$45.00,"$1,305.00",11%
DEFTONES-T1087-M,"WHITE, WIRES T-SHIRT",T-Shirt,U,M,76,30%,0,$45.00,"$3,420.00",30%
DEFTONES-T1087-L,"WHITE, WIRES T-SHIRT",T-Shirt,U,L,73,29%,0,$45.00,"$3,285.00",29%
DEFTONES-T1087-XL,"WHITE, WIRES T-SHIRT",T-Shirt,U,XL,54,21%,0,$45.00,"$2,430.00",21%
DEFTONES-T1087-XXL,"WHITE, WIRES T-SHIRT",T-Shirt,U,2XL,21,8%,0,$45.00,$945.00,8%
SUBTOTAL,"WHITE, WIRES T-SHIRT",T-Shirt,U,"",253,3%,0,$45.00,"$11,385.00",3%

DEFTONES-T1088-S,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,S,93,20%,0,$45.00,"$4,185.00",20%
DEFTONES-T1088-M,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,M,142,30%,1,$45.00,"$6,390.00",30%
