APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,L,85,26%,0,$101.00,"$8,585.00",26%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,XL,76,23%,0,$101.00,"$7,676.00",23%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,2XL,42,13%,0,$101.00,"$4,242.00",13%
"",Anarchy Hoodie - TOUR,Pullover Hoodie,U,3XL,17,5%,0,$101.00,"$1,717.00",5%
SUBTOTAL,Anarchy Hoodie - TOUR,Pullover Hoodie,U,"",328,6%,1,$101.00,"$33,128.00",13%

TOTAL APPAREL,"","","","",4609,80%,1,"","$230,054.00",88%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-HAT2006,Distressed Denim Hat,Hat - Other,U,,301,5%,0,$46.00,"$13,846.00",5%
JELROL-ACC1048,Tall Boy Koozie,Koozie,U,,490,9%,0,$12.32,"$6,036.80",2%
"",Get By Bandana,Bandana,U,,224,4%,2,$23.53,"$5,270.72",2%
JELROL-ACC1049,DREAMS DONT DIE METALLIC TOTE,Bag,U,,129,2%,0,$40.33,"$5,202.57",2%

TOTAL OTHER,"","","","",1144,20%,2,"","$30,356.09",12%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",5753,"",3,"","$260,410.09"
