APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
JELROL-T10079-S,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,S,37,8%,0,$49.22,"$1,821.14",8%
JELROL-T10079-M,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,M,127,28%,0,$49.22,"$6,250.94",28%
JELROL-T10079-L,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,L,122,27%,0,$49.22,"$6,004.84",27%
JELROL-T10079-XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,XL,114,25%,0,$49.22,"$5,611.08",25%
JELROL-T10079-XXL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,2XL,25,6%,0,$49.22,"$1,230.50",6%
JELROL-T10079-3XL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,3XL,29,6%,0,$49.22,"$1,427.38",6%
SUBTOTAL,BEAUTIFULLY BROKEN SINGING TEE,T-Shirt,U,"",454,25%,0,$49.22,"$22,345.88",27%

JELROL-T10080-S,Beautifully Broken Face Tee,T-Shirt,U,S,63,22%,0,$49.22,"$3,100.86",22%
JELROL-T10080-M,Beautifully Broken Face Tee,T-Shirt,U,M,78,27%,0,$49.22,"$3,839.16",27%
JELROL-T10080-L,Beautifully Broken Face Tee,T-Shirt,U,L,28,10%,0,$49.22,"$1,378.16",10%
JELROL-T10080-XL,Beautifully Broken Face Tee,T-Shirt,U,XL,81,28%,0,$49.22,"$3,986.82",28%
JELROL-T10080-XXL,Beautifully Broken Face Tee,T-Shirt,U,2XL,29,10%,0,$49.22,"$1,427.38",10%
JELROL-T10080-3XL,Beautifully Broken Face Tee,T-Shirt,U,3XL,10,3%,0,$49.22,$492.20,3%
SUBTOTAL,Beautifully Broken Face Tee,T-Shirt,U,"",289,16%,0,$49.22,"$14,224.58",17%

JELROL-T10081-S,DREAMS DONT DIE TEE,T-Shirt,U,S,47,20%,0,$49.22,"$2,313.34",20%
JELROL-T10081-M,DREAMS DONT DIE TEE,T-Shirt,U,M,49,21%,0,$49.22,"$2,411.78",21%
JELROL-T10081-L,DREAMS DONT DIE TEE,T-Shirt,U,L,63,26%,0,$49.22,"$3,100.86",26%
JELROL-T10081-XL,DREAMS DONT DIE TEE,T-Shirt,U,XL,56,24%,0,$49.22,"$2,756.32",24%
JELROL-T10081-XXL,DREAMS DONT DIE TEE,T-Shirt,U,2XL,23,10%,0,$49.22,"$1,132.06",10%
