APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-T2022-S,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,S,32,15%,0,$40.00,"$1,280.00",15%
GAR-T2022-M,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,M,43,20%,0,$40.00,"$1,720.00",20%
GAR-T2022-L,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,L,52,24%,0,$40.00,"$2,080.00",24%
GAR-T2022-XL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,XL,54,25%,0,$40.00,"$2,160.00",25%
GAR-T2022-XXL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,2XL,33,15%,0,$40.00,"$1,320.00",15%
SUBTOTAL,Octopus Garbage 2025 Tour T-Shirt,T-Shirt,U,"",214,26%,0,$40.00,"$8,560.00",27%

GAR-T2021-S,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,S,20,13%,0,$40.00,$800.00,13%
GAR-T2021-M,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,M,39,25%,0,$40.00,"$1,560.00",25%
GAR-T2021-L,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,L,39,25%,0,$40.00,"$1,560.00",25%
GAR-T2021-XL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,XL,33,21%,0,$40.00,"$1,320.00",21%
GAR-T2021-XXL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,2XL,28,18%,0,$40.00,"$1,120.00",18%
SUBTOTAL,Shirley Garbage 2025 Tour T-Shirt,T-Shirt,U,"",159,19%,0,$40.00,"$6,360.00",20%

GAR-T2024-S,Shirley Lightning Face T-Shirt ,T-Shirt,U,S,16,20%,0,$40.00,$640.00,20%
GAR-T2024-M,Shirley Lightning Face T-Shirt ,T-Shirt,U,M,19,23%,0,$40.00,$760.00,23%
GAR-T2024-L,Shirley Lightning Face T-Shirt ,T-Shirt,U,L,22,27%,0,$40.00,$880.00,27%
GAR-T2024-XL,Shirley Lightning Face T-Shirt ,T-Shirt,U,XL,12,15%,1,$40.00,$480.00,15%
GAR-T2024-XXL,Shirley Lightning Face T-Shirt ,T-Shirt,U,2XL,12,15%,0,$40.00,$480.00,15%
SUBTOTAL,Shirley Lightning Face T-Shirt ,T-Shirt,U,"",81,10%,1,$40.00,"$3,240.00",10%

GAR-T2023-S,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,S,22,18%,0,$40.00,$880.00,18%
GAR-T2023-M,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,M,26,21%,0,$40.00,"$1,040.00",21%
GAR-T2023-L,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,L,35,29%,0,$40.00,"$1,400.00",29%
GAR-T2023-XL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,XL,20,16%,0,$40.00,$800.00,16%
GAR-T2023-XXL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,2XL,19,16%,0,$40.00,$760.00,16%
SUBTOTAL,Screamin' Shirley Band Photo T-Shirt,T-Shirt,U,"",122,15%,0,$40.00,"$4,880.00",16%

GAR-HOOD1012-S,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,S,5,9%,0,$70.00,$350.00,9%
GAR-HOOD1012-M,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,M,9,16%,0,$70.00,$630.00,16%
GAR-HOOD1012-L,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,L,11,20%,0,$70.00,$770.00,20%
GAR-HOOD1012-XL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,XL,18,32%,0,$70.00,"$1,260.00",32%
GAR-HOOD1012-XXL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,2XL,13,23%,0,$70.00,$910.00,23%
SUBTOTAL,Garbage Band Photo 2025 Tour Hoodie,Pullover Hoodie,U,"",56,7%,0,$70.00,"$3,920.00",13%

GAR-ACC1064,Octopus Hat,Hat,U,One-Size,19,100%,0,$35.00,$665.00,100%
SUBTOTAL,Octopus Hat,Hat,U,"",19,2%,0,$35.00,$665.00,2%

TOTAL APPAREL,"","","","",651,78%,1,"","$27,625.00",88%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-ACC1066,Garbage Band Photo Tote,Bag,"",,39,5%,0,$30.00,"$1,170.00",4%
GAR-ACC1065,2025 North American Tour Poster ,Poster,"",,79,9%,0,$15.00,"$1,185.00",4%
GAR-ACC1063,Octopus Keychain,Keychain,"",,49,6%,0,$15.00,$735.00,2%

TOTAL OTHER,"","","","",167,20%,0,"","$3,090.00",10%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
GAR-VIN1008,Vinyl Let All That We Imagine Be The Light,Vinyl,"",,19,2%,0,$30.00,$570.00,2%

TOTAL MUSIC,"","","","",19,2%,0,"",$570.00,2%

GRAND TOTAL,"","","","",837,"",1,"","$31,285.00"
