APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-T1081-S,North america leg 2 tour t-shirt,T-Shirt,U,S,161,13%,0,$49.86,"$8,027.78",13%
DEFTONES-T1081-M,North america leg 2 tour t-shirt,T-Shirt,U,M,370,30%,0,$49.86,"$18,448.93",30%
DEFTONES-T1081-L,North america leg 2 tour t-shirt,T-Shirt,U,L,392,32%,0,$49.86,"$19,545.89",32%
DEFTONES-T1081-XL,North america leg 2 tour t-shirt,T-Shirt,U,XL,222,18%,0,$49.86,"$11,069.36",18%
DEFTONES-T1081-XXL,North america leg 2 tour t-shirt,T-Shirt,U,2XL,82,7%,0,$49.86,"$4,088.68",7%
SUBTOTAL,North america leg 2 tour t-shirt,T-Shirt,U,"",1227,28%,0,$49.86,"$61,180.64",25%

DEFTONES-T1082-S,"KHAKI, SCORPION TEE	",T-Shirt,U,S,58,12%,0,$49.86,"$2,891.99",12%
DEFTONES-T1082-M,"KHAKI, SCORPION TEE	",T-Shirt,U,M,124,26%,0,$49.86,"$6,182.88",26%
DEFTONES-T1082-L,"KHAKI, SCORPION TEE	",T-Shirt,U,L,173,36%,0,$49.86,"$8,626.12",36%
DEFTONES-T1082-XL,"KHAKI, SCORPION TEE	",T-Shirt,U,XL,95,20%,0,$49.86,"$4,736.89",20%
DEFTONES-T1082-XXL,"KHAKI, SCORPION TEE	",T-Shirt,U,2XL,24,5%,0,$49.86,"$1,196.69",5%
SUBTOTAL,"KHAKI, SCORPION TEE	",T-Shirt,U,"",474,11%,0,$49.86,"$23,634.57",10%

DEFTONES-T1083-S,Band photo t-shirt,T-Shirt,U,S,5,7%,0,$49.86,$249.31,7%
DEFTONES-T1083-M,Band photo t-shirt,T-Shirt,U,M,24,32%,0,$49.86,"$1,196.69",32%
DEFTONES-T1083-L,Band photo t-shirt,T-Shirt,U,L,24,32%,0,$49.86,"$1,196.69",32%
DEFTONES-T1083-XL,Band photo t-shirt,T-Shirt,U,XL,18,24%,0,$49.86,$897.52,24%
DEFTONES-T1083-XXL,Band photo t-shirt,T-Shirt,U,2XL,5,7%,0,$49.86,$249.31,7%
SUBTOTAL,Band photo t-shirt,T-Shirt,U,"",76,2%,0,$49.86,"$3,789.51",2%

DEFTONES-T1084-S,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,S,73,53%,0,$49.86,"$3,639.92",53%
DEFTONES-T1084-M,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,M,5,4%,0,$49.86,$249.31,4%
DEFTONES-T1084-L,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1084-XL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1084-XXL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,2XL,59,43%,0,$49.86,"$2,941.86",43%
SUBTOTAL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,"",137,3%,0,$49.86,"$6,831.09",3%

DEFTONES-T1085-S,Silhouette t-shirt,T-Shirt,U,S,23,11%,0,$49.86,"$1,146.83",11%
DEFTONES-T1085-M,Silhouette t-shirt,T-Shirt,U,M,61,28%,0,$49.86,"$3,041.58",28%
DEFTONES-T1085-L,Silhouette t-shirt,T-Shirt,U,L,90,42%,0,$49.86,"$4,487.58",42%
DEFTONES-T1085-XL,Silhouette t-shirt,T-Shirt,U,XL,31,14%,0,$49.86,"$1,545.72",14%
DEFTONES-T1085-XXL,Silhouette t-shirt,T-Shirt,U,2XL,11,5%,0,$49.86,$548.48,5%
SUBTOTAL,Silhouette t-shirt,T-Shirt,U,"",216,5%,0,$49.86,"$10,770.19",4%

DEFTONES-T1087-S,"WHITE, WIRES T-SHIRT",T-Shirt,U,S,32,16%,0,$49.86,"$1,595.58",16%
DEFTONES-T1087-M,"WHITE, WIRES T-SHIRT",T-Shirt,U,M,65,32%,0,$49.86,"$3,241.03",32%
DEFTONES-T1087-L,"WHITE, WIRES T-SHIRT",T-Shirt,U,L,69,34%,0,$49.86,"$3,440.48",34%
DEFTONES-T1087-XL,"WHITE, WIRES T-SHIRT",T-Shirt,U,XL,27,13%,0,$49.86,"$1,346.27",13%
DEFTONES-T1087-XXL,"WHITE, WIRES T-SHIRT",T-Shirt,U,2XL,8,4%,0,$49.86,$398.90,4%
SUBTOTAL,"WHITE, WIRES T-SHIRT",T-Shirt,U,"",201,5%,0,$49.86,"$10,022.26",4%

DEFTONES-T1088-S,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,S,133,22%,0,$49.86,"$6,631.64",22%
DEFTONES-T1088-M,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,M,195,32%,0,$49.86,"$9,723.08",32%
DEFTONES-T1088-L,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,L,194,32%,0,$49.86,"$9,673.22",32%
DEFTONES-T1088-XL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,XL,70,11%,0,$49.86,"$3,490.34",11%
DEFTONES-T1088-XXL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,2XL,19,3%,0,$49.86,$947.38,3%
SUBTOTAL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,"",611,14%,0,$49.86,"$30,465.66",13%

DEFTONES-T10846-S,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,S,121,77%,0,$49.86,"$6,033.30",77%
DEFTONES-T10846-M,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
DEFTONES-T10846-L,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-T10846-XL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
DEFTONES-T10846-XXL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,2XL,36,23%,0,$49.86,"$1,795.03",23%
SUBTOTAL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,"",157,4%,0,$49.86,"$7,828.33",3%

DEFTONES-T1089-S,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,S,41,39%,0,$49.86,"$2,044.34",39%
DEFTONES-T1089-M,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,M,38,36%,0,$49.86,"$1,894.75",36%
DEFTONES-T1089-L,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,L,15,14%,0,$49.86,$747.93,14%
DEFTONES-T1089-XL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,XL,10,10%,0,$49.86,$498.62,10%
DEFTONES-T1089-XXL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,2XL,1,1%,0,$49.86,$49.86,1%
SUBTOTAL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,"",105,2%,0,$49.86,"$5,235.51",2%

DEFTONES-LS1016-S,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,S,10,14%,0,$62.32,$623.22,14%
DEFTONES-LS1016-M,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,M,28,39%,0,$62.32,"$1,745.02",39%
DEFTONES-LS1016-L,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,L,24,34%,0,$62.32,"$1,495.73",34%
DEFTONES-LS1016-XL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,XL,8,11%,0,$62.32,$498.58,11%
DEFTONES-LS1016-XXL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,2XL,1,1%,0,$62.32,$62.32,1%
SUBTOTAL,"WHITE, ROSE LONGSLEEVE	",Long Sleeve Shirt,U,"",71,2%,0,$62.32,"$4,424.87",2%

DEFTONES-SHORTS1005-S,deftones snake shorts ,Shorts,U,S,0,0%,0,$0.00,$0.00,0%
DEFTONES-SHORTS1005-M,deftones snake shorts ,Shorts,U,M,0,0%,0,$0.00,$0.00,0%
DEFTONES-SHORTS1005-L,deftones snake shorts ,Shorts,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-SHORTS1005-XL,deftones snake shorts ,Shorts,U,XL,0,0%,0,$0.00,$0.00,0%
DEFTONES-SHORTS1005-XXL,deftones snake shorts ,Shorts,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,deftones snake shorts ,Shorts,U,"",0,0%,0,$0.00,$0.00,0%

DEFTONES-T1091-S,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,S,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1091-M,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1091-L,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1091-XL,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1091-XXL,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,"(TORONTO EXCLUSIVE) BLACK, BOOTLEG TORONTO T-SHIRT",T-Shirt,U,"",0,0%,0,$0.00,$0.00,0%

DEFTONES-HOOD1033-S,north america leg 2 tour hoodie,Pullover Hoodie,U,S,55,21%,0,$103.87,"$5,712.99",21%
DEFTONES-HOOD1033-M,north america leg 2 tour hoodie,Pullover Hoodie,U,M,85,33%,0,$103.87,"$8,829.16",33%
DEFTONES-HOOD1033-L,north america leg 2 tour hoodie,Pullover Hoodie,U,L,21,8%,0,$103.87,"$2,181.32",8%
DEFTONES-HOOD1033-XL,north america leg 2 tour hoodie,Pullover Hoodie,U,XL,35,14%,0,$103.87,"$3,635.54",14%
DEFTONES-HOOD1033-XXL,north america leg 2 tour hoodie,Pullover Hoodie,U,2XL,63,24%,0,$103.87,"$6,543.97",24%
SUBTOTAL,north america leg 2 tour hoodie,Pullover Hoodie,U,"",259,6%,0,$103.87,"$26,902.97",11%

DEFTONES-T1090-S,Toronto exclusive cross t-shirt,T-Shirt,U,S,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1090-M,Toronto exclusive cross t-shirt,T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1090-L,Toronto exclusive cross t-shirt,T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1090-XL,Toronto exclusive cross t-shirt,T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
DEFTONES-T1090-XXL,Toronto exclusive cross t-shirt,T-Shirt,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Toronto exclusive cross t-shirt,T-Shirt,U,"",0,0%,0,$0.00,$0.00,0%

DEFTONES-HOOD1032-S,"BLACK, WIRES HOODIE",Pullover Hoodie,U,S,5,8%,0,$103.87,$519.36,8%
DEFTONES-HOOD1032-M,"BLACK, WIRES HOODIE",Pullover Hoodie,U,M,9,15%,0,$103.87,$934.85,15%
DEFTONES-HOOD1032-L,"BLACK, WIRES HOODIE",Pullover Hoodie,U,L,23,38%,0,$103.87,"$2,389.07",38%
DEFTONES-HOOD1032-XL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,XL,21,34%,0,$103.87,"$2,181.32",34%
DEFTONES-HOOD1032-XXL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,2XL,3,5%,0,$103.87,$311.62,5%
SUBTOTAL,"BLACK, WIRES HOODIE",Pullover Hoodie,U,"",61,1%,0,$103.87,"$6,336.22",3%

DEFTONES-HOOD1034-S,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,S,0,0%,0,$0.00,$0.00,0%
DEFTONES-HOOD1034-M,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,M,0,0%,0,$0.00,$0.00,0%
DEFTONES-HOOD1034-L,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,L,0,0%,0,$0.00,$0.00,0%
DEFTONES-HOOD1034-XL,"(TORONTO EXCLUSIVE) BLACK, TORONTO CROSS PULLOVER HOODIE	",Pullover Hoodie,U,XL,0,0%,0,$0.00,$0.00,0%
