APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-T1081-S,North america leg 2 tour t-shirt,T-Shirt,U,S,161,13%,0,$48.60,"$7,824.60",13%
DEFTONES-T1081-M,North america leg 2 tour t-shirt,T-Shirt,U,M,308,24%,0,$48.60,"$14,968.80",24%
DEFTONES-T1081-L,North america leg 2 tour t-shirt,T-Shirt,U,L,333,26%,0,$48.60,"$16,183.80",26%
DEFTONES-T1081-XL,North america leg 2 tour t-shirt,T-Shirt,U,XL,295,23%,0,$48.60,"$14,337.00",23%
DEFTONES-T1081-XXL,North america leg 2 tour t-shirt,T-Shirt,U,2XL,162,13%,0,$48.60,"$7,873.20",13%
SUBTOTAL,North america leg 2 tour t-shirt,T-Shirt,U,"",1259,20%,0,$48.60,"$61,187.40",17%

DEFTONES-T1082-S,"KHAKI, SCORPION TEE	",T-Shirt,U,S,85,12%,0,$48.60,"$4,131.00",12%
DEFTONES-T1082-M,"KHAKI, SCORPION TEE	",T-Shirt,U,M,158,22%,0,$48.60,"$7,678.80",22%
DEFTONES-T1082-L,"KHAKI, SCORPION TEE	",T-Shirt,U,L,228,31%,0,$48.60,"$11,080.80",31%
DEFTONES-T1082-XL,"KHAKI, SCORPION TEE	",T-Shirt,U,XL,170,23%,0,$48.60,"$8,262.00",23%
DEFTONES-T1082-XXL,"KHAKI, SCORPION TEE	",T-Shirt,U,2XL,90,12%,0,$48.60,"$4,374.00",12%
SUBTOTAL,"KHAKI, SCORPION TEE	",T-Shirt,U,"",731,11%,0,$48.60,"$35,526.60",10%

DEFTONES-T1083-S,Band photo t-shirt,T-Shirt,U,S,41,17%,0,$48.60,"$1,992.60",17%
DEFTONES-T1083-M,Band photo t-shirt,T-Shirt,U,M,76,31%,1,$48.60,"$3,693.60",31%
DEFTONES-T1083-L,Band photo t-shirt,T-Shirt,U,L,70,29%,0,$48.60,"$3,402.00",29%
DEFTONES-T1083-XL,Band photo t-shirt,T-Shirt,U,XL,33,13%,0,$48.60,"$1,603.80",13%
DEFTONES-T1083-XXL,Band photo t-shirt,T-Shirt,U,2XL,25,10%,0,$48.60,"$1,215.00",10%
SUBTOTAL,Band photo t-shirt,T-Shirt,U,"",245,4%,1,$48.60,"$11,907.00",3%

DEFTONES-T1084-S,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,S,69,11%,0,$48.60,"$3,353.40",11%
DEFTONES-T1084-M,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,M,176,27%,0,$48.60,"$8,553.60",27%
