APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
AIRS-TOUR-HOOD1003-S,Balloon Arch Hoodie,Sweatshirt,U,S,2,6%,0,$75.00,$150.00,6%
AIRS-TOUR-HOOD1003-M,Balloon Arch Hoodie,Sweatshirt,U,M,7,23%,0,$75.00,$525.00,23%
AIRS-TOUR-HOOD1003-L,Balloon Arch Hoodie,Sweatshirt,U,L,7,23%,0,$75.00,$525.00,23%
AIRS-TOUR-HOOD1003-XL,Balloon Arch Hoodie,Sweatshirt,U,XL,6,19%,0,$75.00,$450.00,19%
AIRS-TOUR-HOOD1003-XXL,Balloon Arch Hoodie,Sweatshirt,U,2XL,4,13%,0,$75.00,$300.00,13%
AIRS-TOUR-HOOD1003-3XL,Balloon Arch Hoodie,Sweatshirt,U,3XL,5,16%,0,$75.00,$375.00,16%
SUBTOTAL,Balloon Arch Hoodie,Sweatshirt,U,"",31,10%,0,$75.00,"$2,325.00",18%

AIRS-JACK1001-S,50th Anniversary Denim Jacket,Jacket,U,S,3,43%,0,$150.00,$450.00,43%
AIRS-JACK1001-M,50th Anniversary Denim Jacket,Jacket,U,M,3,43%,0,$150.00,$450.00,43%
AIRS-JACK1001-L,50th Anniversary Denim Jacket,Jacket,U,L,1,14%,0,$150.00,$150.00,14%
AIRS-JACK1001-XL,50th Anniversary Denim Jacket,Jacket,U,XL,0,0%,0,$0.00,$0.00,0%
AIRS-JACK1001-XXL,50th Anniversary Denim Jacket,Jacket,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,50th Anniversary Denim Jacket,Jacket,U,"",7,2%,0,$150.00,"$1,050.00",8%

TOTAL APPAREL,"","","","",257,82%,0,"","$12,135.00",92%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
AIRS-ACC1008,Distressed Logo Tote,Bag,"",,24,8%,0,$30.00,$720.00,5%
AIRS-ACC1009,Jazzy Balloon Magnet,Magnet,"",,17,5%,0,$10.00,$170.00,1%
AIRS-TOUR-ACC1001,Red Logo Lanyards '24,Lanyard,"",,3,1%,0,$10.00,$30.00,0%
AIRS-ACC1005,Logo Bandana 24',Bandana,"",,2,1%,0,$20.00,$40.00,0%
AIRS-ACC1006,KOALA MAGNET 24',Accessories,"",,9,3%,0,$5.00,$45.00,0%

TOTAL OTHER,"","","","",55,18%,0,"","$1,005.00",8%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",312,"",0,"","$13,140.00"
