APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
AIRS-T1017-S,Balloon Arch Tee,T-Shirt,U,S,2,5%,0,$40.00,$80.00,5%
AIRS-T1017-M,Balloon Arch Tee,T-Shirt,U,M,2,5%,0,$40.00,$80.00,5%
AIRS-T1017-L,Balloon Arch Tee,T-Shirt,U,L,15,41%,1,$40.00,$600.00,41%
AIRS-T1017-XL,Balloon Arch Tee,T-Shirt,U,XL,11,30%,0,$40.00,$440.00,30%
AIRS-T1017-XXL,Balloon Arch Tee,T-Shirt,U,2XL,7,19%,0,$40.00,$280.00,19%
AIRS-T1017-3XL,Balloon Arch Tee,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Balloon Arch Tee,T-Shirt,U,"",37,17%,1,$40.00,"$1,480.00",16%

AIRS-T1018-S,Jazzy Balloon Tee,T-Shirt,U,S,2,5%,0,$40.00,$80.00,5%
AIRS-T1018-M,Jazzy Balloon Tee,T-Shirt,U,M,4,10%,0,$40.00,$160.00,10%
AIRS-T1018-L,Jazzy Balloon Tee,T-Shirt,U,L,9,22%,0,$40.00,$360.00,22%
AIRS-T1018-XL,Jazzy Balloon Tee,T-Shirt,U,XL,11,27%,0,$40.00,$440.00,27%
AIRS-T1018-XXL,Jazzy Balloon Tee,T-Shirt,U,2XL,8,20%,0,$40.00,$320.00,20%
AIRS-T1018-3XL,Jazzy Balloon Tee,T-Shirt,U,3XL,7,17%,0,$40.00,$280.00,17%
SUBTOTAL,Jazzy Balloon Tee,T-Shirt,U,"",41,19%,0,$40.00,"$1,640.00",18%

AIRS-T1010-S,Est. 1975 Guitar T-Shirt,T-Shirt,M,S,1,2%,0,$40.00,$40.00,2%
AIRS-T1010-M,Est. 1975 Guitar T-Shirt,T-Shirt,M,M,12,29%,0,$40.00,$480.00,29%
AIRS-T1010-L,Est. 1975 Guitar T-Shirt,T-Shirt,M,L,7,17%,0,$40.00,$280.00,17%
AIRS-T1010-XL,Est. 1975 Guitar T-Shirt,T-Shirt,M,XL,12,29%,0,$40.00,$480.00,29%
AIRS-T1010-XXL,Est. 1975 Guitar T-Shirt,T-Shirt,M,2XL,4,10%,0,$40.00,$160.00,10%
AIRS-T1010-3XL,Est. 1975 Guitar T-Shirt,T-Shirt,M,3XL,6,14%,0,$40.00,$240.00,14%
SUBTOTAL,Est. 1975 Guitar T-Shirt,T-Shirt,M,"",42,20%,0,$40.00,"$1,680.00",18%

AIRS-T1016-S,Women's V-Neck T-Shirt,T-Shirt,F,S,4,17%,0,$40.00,$160.00,17%
AIRS-T1016-M,Women's V-Neck T-Shirt,T-Shirt,F,M,8,33%,1,$40.00,$320.00,33%
AIRS-T1016-L,Women's V-Neck T-Shirt,T-Shirt,F,L,3,13%,0,$40.00,$120.00,13%
AIRS-T1016-XL,Women's V-Neck T-Shirt,T-Shirt,F,XL,2,8%,0,$40.00,$80.00,8%
AIRS-T1016-XXL,Women's V-Neck T-Shirt,T-Shirt,F,2XL,7,29%,0,$40.00,$280.00,29%
SUBTOTAL,Women's V-Neck T-Shirt,T-Shirt,F,"",24,11%,1,$40.00,$960.00,10%

AIRS-TOUR-HOOD1003-S,Balloon Arch Hoodie,Sweatshirt,U,S,2,13%,0,$75.00,$150.00,13%
AIRS-TOUR-HOOD1003-M,Balloon Arch Hoodie,Sweatshirt,U,M,3,19%,0,$75.00,$225.00,19%
AIRS-TOUR-HOOD1003-L,Balloon Arch Hoodie,Sweatshirt,U,L,5,31%,0,$75.00,$375.00,31%
AIRS-TOUR-HOOD1003-XL,Balloon Arch Hoodie,Sweatshirt,U,XL,2,13%,0,$75.00,$150.00,13%
AIRS-TOUR-HOOD1003-XXL,Balloon Arch Hoodie,Sweatshirt,U,2XL,1,6%,0,$75.00,$75.00,6%
AIRS-TOUR-HOOD1003-3XL,Balloon Arch Hoodie,Sweatshirt,U,3XL,3,19%,0,$75.00,$225.00,19%
SUBTOTAL,Balloon Arch Hoodie,Sweatshirt,U,"",16,7%,0,$75.00,"$1,200.00",13%

AIRS-JACK1001-S,50th Anniversary Denim Jacket,Jacket,U,S,0,0%,0,$0.00,$0.00,0%
AIRS-JACK1001-M,50th Anniversary Denim Jacket,Jacket,U,M,5,50%,0,$150.00,$750.00,50%
AIRS-JACK1001-L,50th Anniversary Denim Jacket,Jacket,U,L,3,30%,0,$150.00,$450.00,30%
AIRS-JACK1001-XL,50th Anniversary Denim Jacket,Jacket,U,XL,2,20%,0,$150.00,$300.00,20%
AIRS-JACK1001-XXL,50th Anniversary Denim Jacket,Jacket,U,2XL,0,0%,0,$0.00,$0.00,0%
