APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
SUBTOTAL,50th Anniversary Denim Jacket,Jacket,U,"",10,5%,0,$150.00,"$1,500.00",16%

TOTAL APPAREL,"","","","",170,79%,2,"","$8,460.00",92%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
AIRS-ACC1008,Distressed Logo Tote,Bag,"",,10,5%,0,$30.00,$300.00,3%
AIRS-ACC1009,Jazzy Balloon Magnet,Magnet,"",,23,11%,0,$10.00,$230.00,3%
AIRS-TOUR-ACC1001,Red Logo Lanyards '24,Lanyard,"",,5,2%,0,$10.00,$50.00,1%
AIRS-ACC1005,Logo Bandana 24',Bandana,"",,5,2%,0,$20.00,$100.00,1%
AIRS-ACC1006,KOALA MAGNET 24',Accessories,"",,2,1%,0,$5.00,$10.00,0%

TOTAL OTHER,"","","","",45,21%,0,"",$690.00,8%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",215,"",2,"","$9,150.00"
