APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
DEFTONES-T1081-S,North america leg 2 tour t-shirt,T-Shirt,U,S,126,8%,0,$45.55,"$5,739.81",8%
DEFTONES-T1081-M,North america leg 2 tour t-shirt,T-Shirt,U,M,400,26%,0,$45.55,"$18,221.62",26%
DEFTONES-T1081-L,North america leg 2 tour t-shirt,T-Shirt,U,L,518,34%,0,$45.55,"$23,596.99",34%
DEFTONES-T1081-XL,North america leg 2 tour t-shirt,T-Shirt,U,XL,334,22%,0,$45.55,"$15,215.05",22%
DEFTONES-T1081-XXL,North america leg 2 tour t-shirt,T-Shirt,U,2XL,137,9%,0,$45.55,"$6,240.90",9%
SUBTOTAL,North america leg 2 tour t-shirt,T-Shirt,U,"",1515,21%,0,$45.55,"$69,014.37",19%

DEFTONES-T1082-S,"KHAKI, SCORPION TEE	",T-Shirt,U,S,53,8%,0,$45.55,"$2,414.36",8%
DEFTONES-T1082-M,"KHAKI, SCORPION TEE	",T-Shirt,U,M,168,25%,0,$45.55,"$7,653.08",25%
DEFTONES-T1082-L,"KHAKI, SCORPION TEE	",T-Shirt,U,L,222,33%,0,$45.55,"$10,113.00",33%
DEFTONES-T1082-XL,"KHAKI, SCORPION TEE	",T-Shirt,U,XL,149,22%,0,$45.55,"$6,787.55",22%
DEFTONES-T1082-XXL,"KHAKI, SCORPION TEE	",T-Shirt,U,2XL,77,12%,0,$45.55,"$3,507.66",12%
SUBTOTAL,"KHAKI, SCORPION TEE	",T-Shirt,U,"",669,9%,0,$45.55,"$30,475.65",8%

DEFTONES-T1083-S,Band photo t-shirt,T-Shirt,U,S,20,11%,0,$45.55,$911.08,11%
DEFTONES-T1083-M,Band photo t-shirt,T-Shirt,U,M,41,24%,0,$45.55,"$1,867.72",24%
DEFTONES-T1083-L,Band photo t-shirt,T-Shirt,U,L,64,37%,0,$45.55,"$2,915.46",37%
DEFTONES-T1083-XL,Band photo t-shirt,T-Shirt,U,XL,30,17%,0,$45.55,"$1,366.62",17%
DEFTONES-T1083-XXL,Band photo t-shirt,T-Shirt,U,2XL,19,11%,0,$45.55,$865.53,11%
SUBTOTAL,Band photo t-shirt,T-Shirt,U,"",174,2%,0,$45.55,"$7,926.40",2%

DEFTONES-T1084-S,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,S,78,13%,0,$45.55,"$3,553.22",13%
DEFTONES-T1084-M,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,M,189,31%,1,$45.55,"$8,609.71",31%
DEFTONES-T1084-L,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,L,151,25%,0,$45.55,"$6,878.66",25%
DEFTONES-T1084-XL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,XL,139,23%,0,$45.55,"$6,332.01",23%
DEFTONES-T1084-XXL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,2XL,53,9%,0,$45.55,"$2,414.36",9%
SUBTOTAL,"PEPPER, SNAKE LOGO TEE	",T-Shirt,U,"",610,9%,1,$45.55,"$27,787.96",8%

DEFTONES-T1085-S,Silhouette t-shirt,T-Shirt,U,S,18,6%,0,$45.55,$819.97,6%
DEFTONES-T1085-M,Silhouette t-shirt,T-Shirt,U,M,89,28%,0,$45.55,"$4,054.31",28%
DEFTONES-T1085-L,Silhouette t-shirt,T-Shirt,U,L,133,41%,0,$45.55,"$6,058.69",41%
DEFTONES-T1085-XL,Silhouette t-shirt,T-Shirt,U,XL,60,19%,0,$45.55,"$2,733.24",19%
DEFTONES-T1085-XXL,Silhouette t-shirt,T-Shirt,U,2XL,23,7%,0,$45.55,"$1,047.74",7%
SUBTOTAL,Silhouette t-shirt,T-Shirt,U,"",323,5%,0,$45.55,"$14,713.95",4%

DEFTONES-T1087-S,"WHITE, WIRES T-SHIRT",T-Shirt,U,S,19,11%,0,$45.55,$865.53,11%
DEFTONES-T1087-M,"WHITE, WIRES T-SHIRT",T-Shirt,U,M,55,31%,0,$45.55,"$2,505.47",31%
DEFTONES-T1087-L,"WHITE, WIRES T-SHIRT",T-Shirt,U,L,61,35%,0,$45.55,"$2,778.80",35%
DEFTONES-T1087-XL,"WHITE, WIRES T-SHIRT",T-Shirt,U,XL,35,20%,0,$45.55,"$1,594.39",20%
DEFTONES-T1087-XXL,"WHITE, WIRES T-SHIRT",T-Shirt,U,2XL,6,3%,0,$45.55,$273.32,3%
SUBTOTAL,"WHITE, WIRES T-SHIRT",T-Shirt,U,"",176,2%,0,$45.55,"$8,017.51",2%

DEFTONES-T1088-S,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,S,72,13%,0,$45.55,"$3,279.89",13%
DEFTONES-T1088-M,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,M,174,32%,0,$45.55,"$7,926.40",32%
DEFTONES-T1088-L,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,L,174,32%,0,$45.55,"$7,926.40",32%
DEFTONES-T1088-XL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,XL,105,19%,0,$45.55,"$4,783.17",19%
DEFTONES-T1088-XXL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,2XL,19,3%,0,$45.55,$865.53,3%
SUBTOTAL,"WHITE, EYES TRACKLIST T-SHIRT",T-Shirt,U,"",544,8%,0,$45.55,"$24,781.40",7%

DEFTONES-T10846-S,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,S,82,11%,0,$45.55,"$3,735.43",11%
DEFTONES-T10846-M,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,M,192,27%,0,$45.55,"$8,746.38",27%
DEFTONES-T10846-L,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,L,193,27%,0,$45.55,"$8,791.93",27%
DEFTONES-T10846-XL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,XL,166,23%,0,$45.55,"$7,561.97",23%
DEFTONES-T10846-XXL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,2XL,83,12%,0,$45.55,"$3,780.99",12%
SUBTOTAL,"PIGMENT BLACK, PRIVATE MUSIC MANNEQUIN T-SHIRT",T-Shirt,U,"",716,10%,0,$45.55,"$32,616.69",9%

DEFTONES-T1089-S,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,S,54,35%,0,$45.55,"$2,459.92",35%
DEFTONES-T1089-M,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,M,62,41%,0,$45.55,"$2,824.35",41%
DEFTONES-T1089-L,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,L,18,12%,0,$45.55,$819.97,12%
DEFTONES-T1089-XL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,XL,16,10%,0,$45.55,$728.86,10%
DEFTONES-T1089-XXL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,2XL,3,2%,0,$45.55,$136.66,2%
SUBTOTAL,"SOLID PINK BLEND, LADIES SWORD CROP",T-Shirt,F,"",153,2%,0,$45.55,"$6,969.77",2%

