APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
AIRS-JACK1001-XXL,50th Anniversary Denim Jacket,Jacket,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,50th Anniversary Denim Jacket,Jacket,U,"",3,3%,0,$150.00,$450.00,10%

TOTAL APPAREL,"","","","",89,81%,3,"","$4,170.00",91%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
AIRS-ACC1008,Distressed Logo Tote,Bag,"",,10,9%,1,$30.00,$300.00,7%
AIRS-ACC1009,Jazzy Balloon Magnet,Magnet,"",,7,6%,1,$10.00,$70.00,2%
AIRS-TOUR-ACC1001,Red Logo Lanyards '24,Lanyard,"",,4,4%,1,$10.00,$40.00,1%

TOTAL OTHER,"","","","",21,19%,3,"",$410.00,9%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",110,"",6,"","$4,580.00"
